ENST00000592379 	ENST00000422514 ENST00000582736 ENST00000475608 ENST00000471152 ENST00000438478 	133 	619 21 6 6 19 	138 	619 21 6 6 19 	48 	51 51 51 51 51 
ENST00000320934 	ENST00000529622 	4554 	341 	4554 	341 	53 	52 
ENST00000514253 	ENST00000510019 ENST00000429775 	463 	235 60 	463 	235 60 	53 	53 53 
ENST00000449131 	ENST00000492727 ENST00000450676 	4159 	96 98 	4159 	96 98 	52 	50 50 
ENST00000538183 ENST00000483793 ENST00000476192 ENST00000497426 ENST00000310613 	ENST00000409562 	7437 4067 4928 4928 3118 	2381 	7455 4085 4946 4946 3136 	2381 	34 34 34 34 34 	53 
ENST00000258873 	ENST00000559803 	4836 	930 	4836 	930 	52 	53 
ENST00000591790 ENST00000504904 ENST00000292069 ENST00000592189 ENST00000342634 ENST00000257904 	ENST00000549052 	3893 3033 2475 2569 2697 2015 	928 	3893 3033 2475 2569 2697 2015 	928 	39 39 39 39 39 39 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3367 	798 331 349 215 213 354 386 354 331 	3367 	798 331 349 215 213 354 386 354 331 	53 	53 53 53 53 53 53 53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	482 	177 136 	482 	177 136 	53 	53 53 
ENST00000449131 	ENST00000492727 ENST00000450676 	4140 	82 84 	4141 	82 84 	52 	52 52 
ENST00000479145 	ENST00000355520 	174 	6874 	174 	6874 	43 	53 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	351 	611 620 624 506 	359 	611 620 624 506 	44 	53 53 53 53 
ENST00000361681 	ENST00000361567 	469 	1751 	469 	1751 	53 	52 
ENST00000314675 	ENST00000319041 	2118 	613 	2118 	614 	53 	50 
ENST00000518858 	ENST00000379454 	2921 	4506 	2921 	4506 	52 	53 
ENST00000514253 	ENST00000511844 	498 	137 	498 	137 	53 	52 
ENST00000508814 ENST00000514253 	ENST00000510210 ENST00000512493 ENST00000510019 	279 210 	170 180 225 	279 210 	170 180 225 	53 53 	46 46 46 
ENST00000463943 	ENST00000335179 ENST00000545072 	376 	81 24 	376 	81 24 	53 	52 52 
ENST00000502413 	ENST00000392857 	362 	4547 	373 	4548 	33 	37 
ENST00000333083 	ENST00000446547 	1330 	1289 	1330 	1289 	52 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1152 1169 	205 156 	1152 1169 	205 156 	53 53 	52 52 
ENST00000560440 	ENST00000578049 	2754 	1061 	2755 	1061 	32 	53 
ENST00000508814 	ENST00000510210 ENST00000512493 	279 	223 233 	279 	223 233 	53 	53 53 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	3470 	784 335 168 201 199 340 540 340 372 340 	3470 	784 335 168 201 199 340 540 340 372 340 	51 	53 53 53 53 53 53 53 53 53 53 
ENST00000565677 ENST00000569248 ENST00000564316 ENST00000565813 	ENST00000570037 ENST00000562111 	1402 1724 571 173 	773 726 	1402 1724 571 173 	773 726 	53 53 53 53 	53 53 
ENST00000308287 ENST00000295822 ENST00000455858 ENST00000361127 	ENST00000287594 ENST00000331426 	1850 1627 3175 6925 	2899 2527 	1850 1627 3175 6925 	2912 2540 	35 35 35 35 	39 39 
ENST00000459629 	ENST00000354611 ENST00000483328 	6106 	4197 4178 	6126 	4197 4178 	31 	53 53 
ENST00000538183 ENST00000309733 ENST00000478538 ENST00000476192 ENST00000518152 ENST00000497426 ENST00000474698 	ENST00000409562 ENST00000493254 ENST00000488088 ENST00000556347 	7192 6620 77 4681 417 4681 4680 	2722 2041 387 727 	7192 6620 77 4681 417 4681 4680 	2729 2048 394 734 	53 53 53 53 53 53 53 	45 45 45 45 
ENST00000361681 	ENST00000361567 	448 	1636 	448 	1636 	52 	53 
ENST00000463943 	ENST00000335179 ENST00000545072 	363 	76 19 	363 	76 19 	53 	53 53 
ENST00000507005 ENST00000502405 	ENST00000369774 ENST00000355946 	1430 1370 	8699 8478 	1430 1370 	8699 8478 	40 40 	53 53 
ENST00000480587 ENST00000586785 ENST00000588443 	ENST00000456820 	356 394 479 	1896 	356 394 479 	1896 	52 52 52 	53 
ENST00000472403 ENST00000588805 	ENST00000592333 	632 276 	283 	632 276 	283 	52 52 	53 
ENST00000592379 	ENST00000582736 	43 	125 	43 	125 	53 	53 
ENST00000427908 	ENST00000511309 ENST00000510797 ENST00000503216 ENST00000502670 ENST00000436998 ENST00000425312 ENST00000567272 ENST00000403549 	1316 	423 464 405 509 240 240 392 240 	1316 	436 477 418 522 253 253 405 253 	33 	40 40 40 40 40 40 40 40 
ENST00000449131 	ENST00000498161 ENST00000492727 ENST00000450676 ENST00000599364 	4149 	53 72 74 53 	4149 	53 72 74 53 	52 	53 53 53 53 
ENST00000209875 	ENST00000318110 ENST00000592502 ENST00000568107 	8400 	1589 1531 11969 	8400 	1589 1531 11969 	53 	52 52 52 
ENST00000373059 ENST00000401070 ENST00000401069 	ENST00000514057 	1954 2086 2533 	300 	1954 2086 2533 	305 	48 48 48 	48 
ENST00000508814 	ENST00000510019 	293 	247 	293 	247 	53 	52 
ENST00000538183 ENST00000310613 	ENST00000555870 ENST00000295025 	7881 3562 	5896 7969 	7881 3562 	5897 7970 	38 38 	31 31 
ENST00000340681 	ENST00000254190 	305 	3487 	322 	3487 	35 	52 
ENST00000592379 	ENST00000437246 	72 	69 	75 	69 	50 	53 
ENST00000440612 ENST00000402550 ENST00000452318 	ENST00000429697 	1109 989 1286 	1155 	1109 989 1286 	1155 	51 51 51 	53 
ENST00000554081 	ENST00000557324 	3120 	554 	3120 	554 	52 	50 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	2995 2896 2650 	226 	2995 2896 2650 	226 	53 53 53 	53 
ENST00000514253 	ENST00000510019 ENST00000429775 	443 	233 58 	443 	233 58 	53 	53 53 
ENST00000547408 ENST00000546845 	ENST00000394023 	569 376 	4182 	569 376 	4182 	53 53 	53 
ENST00000361681 	ENST00000361567 	459 	1673 	459 	1673 	53 	52 
ENST00000463943 	ENST00000335179 ENST00000545072 	369 	80 23 	369 	80 23 	53 	50 50 
ENST00000537710 ENST00000545509 	ENST00000242577 ENST00000548214 ENST00000392508 ENST00000550178 ENST00000550845 ENST00000549989 ENST00000552870 	410 834 	83 57 48 38 26 26 26 	410 834 	88 62 53 43 31 31 31 	52 52 	48 48 48 48 48 48 48 
ENST00000526743 	ENST00000528784 	1460 	810 	1460 	810 	53 	53 
ENST00000449131 	ENST00000498161 ENST00000492727 ENST00000450676 ENST00000599364 	4128 	50 69 71 50 	4128 	50 69 71 50 	52 	53 53 53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	107 105 247 	3744 	107 105 247 	53 	53 53 53 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4145 	97 299 99 99 	4145 	97 299 99 99 	53 	52 52 52 52 
ENST00000449131 	ENST00000492727 ENST00000450676 	4149 	84 86 	4149 	84 86 	52 	53 53 
ENST00000559119 	ENST00000290271 	75 	3183 	82 	3183 	37 	51 
ENST00000564370 	ENST00000562824 ENST00000563088 	809 	940 1007 	809 	940 1007 	53 	51 51 
ENST00000465076 ENST00000345254 ENST00000339365 	ENST00000356805 ENST00000389980 ENST00000333896 	4363 4126 4206 	1418 1231 1483 	4363 4126 4206 	1418 1231 1483 	42 42 42 	52 52 52 
ENST00000370380 ENST00000313598 	ENST00000353047 ENST00000434271 	281 1901 	2989 2973 	281 1901 	2989 2973 	36 36 	53 53 
ENST00000361681 	ENST00000361567 	491 	1743 	491 	1745 	34 	51 
ENST00000514253 	ENST00000510019 ENST00000511844 	472 	83 42 	472 	83 42 	52 	51 51 
ENST00000409740 ENST00000485660 	ENST00000461918 	42 7 	188 	60 25 	188 	33 33 	40 
ENST00000492999 ENST00000486695 ENST00000467671 	ENST00000483598 ENST00000460355 ENST00000431098 ENST00000314394 ENST00000432393 	83 83 83 	100 3258 219 120 219 	83 83 83 	100 3258 219 120 219 	53 53 53 	50 50 50 50 50 
ENST00000490638 ENST00000475323 ENST00000378387 ENST00000378395 ENST00000343259 	ENST00000361899 ENST00000514057 	3647 2013 2467 2241 2102 	192 192 	3647 2013 2467 2241 2102 	192 192 	53 53 53 53 53 	53 53 
ENST00000595527 	ENST00000541167 ENST00000538283 ENST00000545270 	190 	147 152 138 	190 	147 152 138 	31 	53 53 53 
ENST00000589243 ENST00000533058 	ENST00000525372 ENST00000524428 ENST00000525039 ENST00000586306 ENST00000587792 ENST00000590663 	636 636 	1189 1327 1581 1188 1326 1580 	636 636 	1189 1327 1581 1188 1326 1580 	53 53 	53 53 53 53 53 53 
ENST00000514253 	ENST00000510019 	486 	199 	486 	199 	51 	52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3758 	101 99 241 	3759 	101 99 241 	52 	53 53 53 
ENST00000497650 	ENST00000459680 	212 	312 	212 	312 	52 	53 
ENST00000361681 	ENST00000361567 	488 	1691 	488 	1691 	37 	51 
ENST00000541780 	ENST00000544193 	706 	193 	709 	193 	50 	53 
ENST00000514253 	ENST00000510019 ENST00000429775 	463 	214 39 	463 	214 39 	53 	53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	443 	101 60 	443 	101 60 	53 	53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000430907 ENST00000450676 ENST00000599364 	3374 	815 348 371 366 372 373 371 371 348 	3374 	815 348 371 366 372 373 371 371 348 	53 	53 53 53 53 53 53 53 53 53 
ENST00000480395 ENST00000459674 	ENST00000442682 	740 1229 	3688 	754 1243 	3702 	38 38 	36 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3475 	808 341 364 359 225 223 365 564 364 396 364 341 	3475 	808 341 364 359 225 223 365 564 364 396 364 341 	53 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000608872 	ENST00000549578 ENST00000553127 ENST00000321898 ENST00000552918 	5541 	1319 2917 2760 2788 	5547 	1319 2917 2760 2788 	45 	52 52 52 52 
ENST00000569712 ENST00000473581 ENST00000376423 ENST00000483346 ENST00000530496 ENST00000592206 ENST00000533125 ENST00000401766 ENST00000262878 ENST00000595369 ENST00000368054 ENST00000534968 ENST00000329281 ENST00000593475 ENST00000508335 	ENST00000520381 ENST00000608872 ENST00000583950 	375 2363 2340 2356 2 260 376 5316 4250 2558 3362 3063 2046 2342 465 	4777 5633 618 	395 2383 2360 2376 22 280 396 5336 4270 2578 3382 3083 2066 2362 485 	4786 5642 627 	32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 	33 33 33 
ENST00000444581 	ENST00000538264 	11 	737 	11 	737 	53 	53 
ENST00000592379 	ENST00000475608 	140 	6 	140 	6 	51 	52 
ENST00000336557 ENST00000258807 	ENST00000396802 	2358 2243 	1832 	2358 2243 	1832 	50 50 	53 
ENST00000462881 	ENST00000263934 ENST00000377086 	361 	6398 6585 	373 	6402 6589 	32 	48 48 
ENST00000321521 ENST00000582452 ENST00000456523 ENST00000355520 ENST00000354232 ENST00000282074 ENST00000564458 ENST00000564795 	ENST00000392385 ENST00000409562 ENST00000600751 	7798 319 5102 7186 1349 1225 1030 1030 	1075 2846 2521 	7798 319 5102 7186 1349 1225 1030 1030 	1075 2846 2521 	53 53 53 53 53 53 53 53 	53 53 53 
ENST00000449131 	ENST00000498161 ENST00000599364 	4151 	41 41 	4151 	41 41 	50 	53 53 
ENST00000466830 	ENST00000429369 ENST00000463512 	5289 	76 1061 	5289 	76 1061 	53 	52 52 
ENST00000569248 ENST00000563505 	ENST00000568313 	1273 795 	831 	1273 795 	831 	53 53 	53 
ENST00000361681 ENST00000506002 	ENST00000361567 	430 430 	1728 	430 430 	1728 	51 51 	53 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4149 	107 309 109 109 	4149 	107 309 109 109 	52 	52 52 52 52 
ENST00000332539 	ENST00000535217 	2781 	1353 	2781 	1353 	52 	43 
ENST00000320934 	ENST00000529622 	4527 	348 	4527 	348 	51 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1149 1166 	255 	1149 1166 	255 	52 52 	52 
ENST00000456951 	ENST00000496037 ENST00000512701 ENST00000448814 	269 	419 6418 1117 	269 	419 6418 1117 	52 	53 53 53 
ENST00000570780 ENST00000391950 	ENST00000441206 	1093 1110 	258 	1093 1110 	258 	53 53 	52 
ENST00000309733 ENST00000564458 ENST00000564795 	ENST00000557060 ENST00000551944 ENST00000493254 ENST00000604604 ENST00000392857 	6255 947 947 	2962 3506 2443 1479 5699 	6255 947 947 	2962 3506 2443 1479 5699 	52 52 52 	53 53 53 53 53 
ENST00000591170 ENST00000575560 ENST00000576582 ENST00000247295 ENST00000372269 ENST00000464831 ENST00000464942 ENST00000521214 ENST00000533149 ENST00000552085 ENST00000591358 ENST00000559386 ENST00000490672 ENST00000599096 ENST00000452676 ENST00000265026 ENST00000296257 ENST00000396825 ENST00000356156 ENST00000507258 ENST00000563188 ENST00000608880 ENST00000366326 	ENST00000355177 	138 303 295 1183 329 175 920 184 138 336 95 757 1554 178 234 4579 4778 1683 336 43 190 184 42 	33 	138 303 295 1183 329 175 920 184 138 336 95 757 1554 178 234 4579 4778 1683 336 43 190 184 42 	33 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000526743 	ENST00000528784 	1452 	812 	1452 	812 	52 	53 
ENST00000536084 	ENST00000400479 	2205 	1030 	2205 	1030 	52 	53 
ENST00000302036 ENST00000449570 ENST00000302008 ENST00000383826 ENST00000352937 ENST00000349503 	ENST00000411972 	1319 1244 1290 793 491 1118 	195 	1319 1244 1290 793 491 1118 	195 	53 53 53 53 53 53 	46 
ENST00000581011 	ENST00000551690 	1176 	259 	1190 	273 	38 	35 
ENST00000592379 	ENST00000582736 	40 	122 	40 	122 	53 	53 
ENST00000527897 ENST00000274400 ENST00000519783 ENST00000330280 ENST00000425596 ENST00000256474 ENST00000371316 ENST00000302548 ENST00000336470 ENST00000356178 	ENST00000309983 	826 1781 1744 1928 1746 3631 4706 2679 2073 3583 	1352 	845 1800 1763 1947 1765 3650 4725 2698 2092 3602 	1352 	33 33 33 33 33 33 33 33 33 33 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	286 	1116 1133 	286 	53 53 	53 
ENST00000514253 	ENST00000511844 	505 	119 	505 	119 	53 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	175 134 	484 	175 134 	53 	53 53 
ENST00000483607 ENST00000487013 ENST00000498561 ENST00000489929 ENST00000469319 ENST00000474111 ENST00000569108 ENST00000495596 ENST00000462646 	ENST00000373237 	94 94 94 94 94 94 197 910 158 	1398 	94 94 94 94 94 94 197 910 158 	1398 	53 53 53 53 53 53 53 53 53 	52 
ENST00000548393 	ENST00000355773 	178 	2306 	191 	2306 	40 	53 
ENST00000603274 ENST00000417944 ENST00000451967 ENST00000450479 ENST00000580020 	ENST00000457879 ENST00000438861 ENST00000453975 ENST00000487534 ENST00000460542 ENST00000470534 ENST00000547271 ENST00000479494 ENST00000476132 ENST00000453057 ENST00000455882 ENST00000471291 ENST00000413609 ENST00000547522 ENST00000429724 ENST00000499304 ENST00000449501 	126 126 126 126 126 	508 476 172 169 167 167 189 165 165 165 165 165 165 189 167 167 167 	129 129 129 129 129 	508 476 172 169 167 167 189 165 165 165 165 165 165 189 167 167 167 	49 49 49 49 49 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000526743 	ENST00000260356 	1685 	2857 	1685 	2857 	53 	53 
ENST00000514247 	ENST00000507479 	2135 	518 	2135 	518 	53 	50 
ENST00000538183 	ENST00000337630 	6836 	2000 	6851 	2007 	34 	42 
ENST00000463943 	ENST00000335179 ENST00000545072 	365 	79 22 	365 	79 22 	53 	51 51 
ENST00000362065 ENST00000565280 	ENST00000568547 ENST00000563714 ENST00000566981 ENST00000565728 ENST00000314404 	4700 4808 	956 1543 740 1444 956 	4700 4808 	956 1543 740 1444 956 	51 51 	53 53 53 53 53 
ENST00000562824 ENST00000563088 ENST00000564436 ENST00000570037 ENST00000562111 	ENST00000569248 ENST00000565813 	817 884 482 802 755 	1656 105 	817 884 482 802 755 	1660 109 	53 53 53 53 53 	49 49 
ENST00000320934 	ENST00000529622 	4526 	403 	4526 	403 	52 	50 
ENST00000463943 	ENST00000335179 ENST00000545072 	368 	79 22 	368 	79 22 	53 	51 51 
ENST00000508814 	ENST00000510210 ENST00000512493 	279 	223 233 	279 	223 233 	53 	53 53 
ENST00000592379 	ENST00000475608 	47 	7 	47 	7 	37 	51 
ENST00000295269 ENST00000223073 ENST00000489060 	ENST00000551944 ENST00000409562 ENST00000337630 ENST00000550977 ENST00000488088 ENST00000604604 ENST00000229465 ENST00000469718 ENST00000602666 	3863 15246 1239 	3315 2934 1850 2178 596 1287 1083 446 2462 	3874 15257 1250 	3336 2955 1871 2199 617 1308 1104 467 2483 	42 42 42 	32 32 32 32 32 32 32 32 32 
ENST00000439236 ENST00000356215 	ENST00000403681 ENST00000537275 ENST00000393578 ENST00000536545 ENST00000354636 ENST00000545998 ENST00000541363 ENST00000393577 	373 247 	1267 938 938 938 938 587 500 275 	375 249 	1267 938 938 938 938 587 500 275 	51 51 	53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	89 87 229 	3744 	89 87 229 	53 	53 53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3494 	789 322 340 173 206 204 345 545 345 377 345 322 	3494 	789 322 340 173 206 204 345 545 345 377 345 322 	53 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	341 	618 627 631 513 	359 	618 627 631 513 	35 	53 53 53 53 
ENST00000314675 	ENST00000319041 	2089 	620 	2089 	620 	53 	53 
ENST00000454671 	ENST00000507437 	471 	539 	477 	539 	47 	53 
ENST00000309784 ENST00000299576 ENST00000309377 ENST00000309357 ENST00000396648 ENST00000534147 ENST00000491555 ENST00000461206 ENST00000601467 ENST00000488630 ENST00000576750 ENST00000557650 	ENST00000549591 	2629 874 954 859 895 871 444 19 203 177 168 652 	607 	2646 891 971 876 912 888 461 36 220 194 185 669 	607 	34 34 34 34 34 34 34 34 34 34 34 34 	35 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	138 97 	484 	138 97 	53 	53 53 
ENST00000449592 	ENST00000541657 	6301 	1531 	6303 	1531 	51 	53 
ENST00000449131 	ENST00000434913 	4184 	113 	4184 	113 	52 	53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 ENST00000492727 	3744 	82 80 222 219 	3744 	82 80 222 219 	53 	53 53 53 53 
ENST00000381227 ENST00000431623 ENST00000478188 ENST00000314595 	ENST00000514062 ENST00000537922 	4020 3578 3005 3650 	298 805 	4027 3585 3012 3657 	298 805 	46 46 46 46 	52 52 
ENST00000343767 	ENST00000525368 ENST00000427326 ENST00000308076 ENST00000511903 ENST00000509439 	77 	447 348 351 351 351 	77 	447 348 351 351 351 	53 	53 53 53 53 53 
ENST00000427908 	ENST00000567272 ENST00000403549 	1786 	231 79 	1786 	231 79 	53 	53 53 
ENST00000449131 	ENST00000492727 ENST00000450676 	4146 	93 95 	4146 	93 95 	52 	52 52 
ENST00000508814 	ENST00000510210 ENST00000512493 	278 	231 241 	278 	231 241 	53 	53 53 
ENST00000538183 ENST00000558583 	ENST00000508075 ENST00000469632 ENST00000566753 	7497 6080 	568 675 1647 	7497 6080 	577 684 1656 	51 51 	43 43 43 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3477 	798 331 349 215 213 554 354 386 354 331 	3477 	798 331 349 215 213 554 354 386 354 331 	53 	53 53 53 53 53 53 53 53 53 53 
ENST00000361681 	ENST00000361567 	491 	1586 	491 	1586 	34 	52 
ENST00000514253 	ENST00000511844 	513 	102 	513 	102 	52 	53 
ENST00000242505 	ENST00000317881 ENST00000460013 ENST00000463551 	4068 	729 609 126 	4068 	729 609 126 	53 	53 53 53 
ENST00000314675 	ENST00000319041 	2071 	571 	2071 	571 	53 	52 
ENST00000592379 	ENST00000582736 	16 	106 	16 	106 	53 	53 
ENST00000314835 ENST00000538914 	ENST00000271883 	1620 1779 	7015 	1620 1779 	7015 	53 53 	53 
ENST00000546192 	ENST00000540535 ENST00000541656 ENST00000446652 ENST00000489781 	2238 	498 537 395 1624 	2238 	498 537 395 1624 	53 	53 53 53 53 
ENST00000503289 	ENST00000493425 	357 	397 	358 	397 	52 	53 
ENST00000564180 	ENST00000473755 ENST00000412698 	1382 	3593 231 	1396 	3593 231 	31 	50 50 
ENST00000514253 	ENST00000510019 ENST00000511844 	465 	177 136 	465 	177 136 	53 	53 53 
ENST00000534030 	ENST00000530320 	410 	512 	410 	512 	53 	52 
ENST00000327064 ENST00000344150 ENST00000586221 	ENST00000586748 ENST00000253031 	2855 2596 2584 	1505 1459 	2855 2596 2584 	1505 1459 	51 51 51 	45 45 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	98 96 238 	3744 	98 96 238 	53 	53 53 53 
ENST00000466493 ENST00000484083 ENST00000463210 	ENST00000461310 	1954 553 295 	489 	1954 553 295 	489 	53 53 53 	41 
ENST00000440854 	ENST00000492259 ENST00000482936 ENST00000480273 ENST00000496281 ENST00000369996 	2568 	4633 4740 5560 5127 933 	2568 	4633 4740 5560 5127 933 	46 	53 53 53 53 53 
ENST00000449131 	ENST00000492727 	4177 	108 	4177 	108 	53 	53 
ENST00000592379 	ENST00000582736 	40 	119 	40 	119 	53 	53 
ENST00000314675 	ENST00000319041 	2089 	513 	2089 	513 	53 	53 
ENST00000419932 	ENST00000372921 ENST00000372919 ENST00000492380 ENST00000535178 	152 	750 816 704 536 	152 	750 816 704 536 	38 	52 52 52 52 
ENST00000456523 	ENST00000488967 	4944 	484 	4959 	490 	37 	46 
