ENST00000361681 ENST00000506002 	ENST00000361567 ENST00000511037 	426 426 	1778 1778 	426 426 	1778 1778 	53 53 	34 34 
ENST00000479205 	ENST00000366541 ENST00000435549 ENST00000493334 ENST00000355875 ENST00000343783 	251 	1614 836 463 1523 1247 	251 	1614 836 463 1523 1247 	53 	53 53 53 53 53 
ENST00000373059 ENST00000401070 ENST00000401069 	ENST00000514057 	1948 2080 2527 	355 	1948 2080 2527 	355 	53 53 53 	53 
ENST00000514253 	ENST00000511844 	505 	88 	505 	88 	53 	52 
ENST00000590045 	ENST00000411744 	2583 	1943 	2583 	1943 	51 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	3005 2906 2660 	238 	3005 2906 2660 	238 	53 53 53 	52 
ENST00000411963 ENST00000450504 ENST00000426791 	ENST00000361436 ENST00000536368 ENST00000460355 ENST00000424633 ENST00000454660 ENST00000432629 ENST00000393148 ENST00000431098 ENST00000314394 ENST00000485633 ENST00000495231 ENST00000482081 ENST00000600823 	370 370 370 	115 83 3066 27 27 27 55 27 27 24 27 115 27 	370 370 370 	115 83 3066 27 27 27 55 27 27 24 27 115 27 	47 47 47 	53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000601871 	ENST00000484412 	1445 	598 	1445 	598 	51 	53 
ENST00000570780 ENST00000391950 	ENST00000441206 	1088 1105 	158 	1088 1105 	158 	53 53 	51 
ENST00000449494 ENST00000606118 	ENST00000451865 ENST00000598859 	138 138 	660 660 	138 138 	660 660 	53 53 	53 53 
ENST00000449131 	ENST00000536371 ENST00000396210 ENST00000539036 ENST00000537878 ENST00000539708 ENST00000535309 ENST00000540056 ENST00000540126 ENST00000538885 ENST00000396207 ENST00000538857 ENST00000010404 ENST00000396209 	3768 	73 92 89 87 77 47 151 132 84 81 30 73 151 	3768 	73 92 89 87 77 47 151 132 84 81 30 73 151 	53 	52 52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000592379 	ENST00000582736 ENST00000475608 	14 	42 27 	14 	42 27 	47 	53 53 
ENST00000603274 	ENST00000359635 ENST00000479203 ENST00000493512 	218 	74 33 52 	219 	74 33 52 	52 	53 53 53 
ENST00000559573 	ENST00000559580 ENST00000560528 	1007 	220 75 	1007 	220 75 	53 	51 51 
ENST00000361681 ENST00000506002 	ENST00000380394 ENST00000380384 ENST00000315377 	18 18 	434 957 480 	18 18 	434 957 480 	47 47 	52 52 52 
ENST00000361681 ENST00000506002 	ENST00000361567 	417 417 	1677 	417 417 	1677 	53 53 	53 
ENST00000454671 	ENST00000507437 	432 	645 	432 	652 	35 	42 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 ENST00000599364 	3482 	817 350 373 368 374 375 573 373 373 350 	3482 	817 350 373 368 374 375 573 373 373 350 	52 	51 51 51 51 51 51 51 51 51 51 
ENST00000558989 	ENST00000366358 	976 	46 	992 	46 	31 	52 
ENST00000592379 	ENST00000582736 	38 	90 	38 	90 	53 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 ENST00000561048 	2283 2184 1938 	175 304 	2283 2184 1938 	175 304 	53 53 53 	52 52 
ENST00000482786 ENST00000420164 ENST00000306465 	ENST00000489471 ENST00000473428 ENST00000557531 	763 494 969 	684 524 204 	763 494 969 	684 524 204 	50 50 50 	52 52 52 
ENST00000476570 ENST00000546576 ENST00000514783 ENST00000509886 ENST00000271375 	ENST00000550738 	1752 2857 331 331 5759 	1533 	1768 2873 347 347 5775 	1541 	33 33 33 33 33 	45 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3070 2971 2725 	322 	3070 2971 2725 	322 	32 32 32 	51 
ENST00000449131 	ENST00000498161 ENST00000492727 ENST00000450676 ENST00000599364 	4143 	50 69 71 50 	4143 	50 69 71 50 	53 	53 53 53 53 
ENST00000584888 	ENST00000474210 	286 	53 	286 	53 	53 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1116 1133 	221 172 	1116 1133 	222 173 	53 53 	51 51 
ENST00000484377 ENST00000468874 ENST00000573757 ENST00000573907 	ENST00000421802 ENST00000575304 	323 671 323 671 	14 14 	323 671 323 671 	14 14 	53 53 53 53 	53 53 
ENST00000508814 ENST00000514253 	ENST00000510019 	307 238 	222 	307 238 	222 	53 53 	52 
ENST00000593646 	ENST00000371817 	82 	2757 	82 	2757 	53 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	463 	118 77 	464 	118 77 	52 	53 53 
ENST00000225964 ENST00000510710 	ENST00000413432 	3792 342 	2019 	3792 342 	2019 	48 48 	52 
ENST00000368232 ENST00000438976 ENST00000415314 ENST00000494414 ENST00000497287 	ENST00000237837 	742 655 662 621 726 	1234 	742 655 662 621 726 	1240 	52 52 52 52 52 	34 
ENST00000592379 	ENST00000475608 	72 	6 	72 	6 	53 	52 
ENST00000547992 	ENST00000550419 	2443 	802 	2443 	802 	53 	51 
ENST00000564419 	ENST00000570054 	311 	668 	312 	668 	50 	52 
ENST00000514253 	ENST00000510019 	443 	199 	443 	199 	53 	52 
ENST00000321826 	ENST00000590158 	1610 	914 	1610 	914 	53 	51 
ENST00000592379 	ENST00000437246 	54 	85 	54 	85 	53 	53 
ENST00000514253 	ENST00000511844 	492 	82 	492 	82 	53 	51 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	341 	686 695 699 581 	359 	686 695 699 581 	35 	51 51 51 51 
ENST00000477054 	ENST00000492755 ENST00000490016 	49 	254 1666 	55 	254 1666 	47 	37 37 
ENST00000463943 	ENST00000335179 ENST00000545072 	381 	80 23 	381 	80 23 	53 	50 50 
ENST00000463943 	ENST00000335179 ENST00000545072 	354 	87 30 	354 	87 30 	53 	50 50 
ENST00000440741 	ENST00000234296 	3651 	3205 	3651 	3205 	33 	52 
ENST00000514253 	ENST00000511844 	505 	59 	505 	59 	53 	52 
ENST00000570780 ENST00000391950 	ENST00000520547 	1154 1171 	280 	1154 1171 	280 	52 52 	52 
ENST00000570780 ENST00000391950 	ENST00000520547 	1154 1171 	280 	1154 1171 	280 	52 52 	52 
ENST00000466794 	ENST00000323699 	1829 	1350 	1831 	1350 	31 	53 
ENST00000606080 	ENST00000555870 	6781 	3203 	6793 	3203 	41 	52 
ENST00000563815 	ENST00000360954 	1561 	2096 	1563 	2096 	50 	53 
ENST00000432903 	ENST00000435214 ENST00000415349 	106 	1093 1110 	106 	1093 1110 	53 	51 51 
ENST00000562824 ENST00000563088 ENST00000564436 ENST00000570037 ENST00000562111 	ENST00000569248 ENST00000565813 	803 870 468 788 741 	1614 63 	803 870 468 788 741 	1614 63 	53 53 53 53 53 	53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	2995 2896 2650 	239 	2995 2896 2650 	239 	53 53 53 	52 
ENST00000449131 	ENST00000530019 ENST00000533138 ENST00000529548 ENST00000434913 ENST00000401830 ENST00000430907 	3582 	319 301 295 113 313 113 	3582 	319 301 295 113 313 113 	51 	53 53 53 53 53 53 
ENST00000567037 	ENST00000374518 	1366 	4944 	1387 	4962 	32 	35 
ENST00000514253 	ENST00000510019 ENST00000511844 	443 	161 120 	443 	161 120 	53 	33 33 
ENST00000449131 	ENST00000517577 	3743 	228 	3743 	228 	52 	53 
ENST00000480321 	ENST00000475072 ENST00000472858 ENST00000260276 ENST00000570851 ENST00000411406 ENST00000595961 ENST00000299163 ENST00000426371 	2196 	424 10 1799 1799 338 2106 7557 850 	2196 	424 10 1799 1799 338 2106 7557 850 	46 	51 51 51 51 51 51 51 51 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	72 70 212 	3744 	72 70 212 	53 	52 52 52 
ENST00000314675 	ENST00000319041 	2067 	527 	2067 	527 	53 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3470 	828 361 384 379 385 386 384 361 	3470 	828 361 384 379 385 386 384 361 	51 	53 53 53 53 53 53 53 53 
ENST00000514044 ENST00000264992 ENST00000507978 	ENST00000505330 ENST00000510168 ENST00000508532 ENST00000504948 ENST00000428331 ENST00000514654 ENST00000507194 	1754 1989 2101 	2888 3110 2969 2714 2795 2730 459 	1754 1989 2101 	2888 3110 2969 2714 2795 2730 459 	53 53 53 	37 37 37 37 37 37 37 
ENST00000414757 ENST00000414916 ENST00000429042 ENST00000454420 ENST00000425069 ENST00000444757 	ENST00000277942 ENST00000424100 	78 78 78 78 78 78 	7729 28 	78 78 78 78 78 78 	7747 46 	53 53 53 53 53 53 	34 34 
ENST00000541436 	ENST00000546204 ENST00000539756 	1648 	197 631 	1648 	197 631 	52 	53 53 
ENST00000307980 ENST00000535644 	ENST00000358239 ENST00000532279 	2004 1508 	823 472 	2004 1508 	823 472 	53 53 	53 53 
ENST00000469528 ENST00000495588 	ENST00000605528 ENST00000480942 ENST00000460492 ENST00000601238 	132 8 	276 278 259 259 	132 8 	276 278 259 259 	52 52 	53 53 53 53 
ENST00000560240 ENST00000413543 ENST00000319863 ENST00000354286 ENST00000358971 ENST00000513285 ENST00000486995 	ENST00000477853 	184 3595 2977 2593 180 184 499 	6394 	184 3595 2977 2593 180 184 499 	6402 	33 33 33 33 33 33 33 	45 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	3005 2906 2660 	199 	3005 2906 2660 	199 	53 53 53 	52 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	391 	626 635 639 521 	391 	627 636 640 522 	53 	52 52 52 52 
ENST00000394718 ENST00000592072 	ENST00000567798 ENST00000465097 	3143 983 	468 468 	3143 983 	468 468 	53 53 	53 53 
ENST00000315215 	ENST00000314138 ENST00000524496 ENST00000534599 ENST00000532359 ENST00000530022 ENST00000526562 ENST00000530913 	5553 	676 343 438 190 662 303 589 	5553 	676 343 438 190 662 303 589 	51 	52 52 52 52 52 52 52 
ENST00000487349 ENST00000389601 	ENST00000482800 ENST00000488530 	1928 1928 	1929 669 	1929 1929 	1929 669 	51 51 	53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3754 	103 101 243 	3757 	103 101 243 	49 	52 52 52 
ENST00000274026 	ENST00000243498 ENST00000379663 ENST00000512454 ENST00000503236 	2315 	1322 1370 1382 554 	2315 	1322 1370 1382 554 	50 	51 51 51 51 
ENST00000463943 	ENST00000335179 ENST00000545072 	286 	81 24 	286 	81 24 	53 	52 52 
ENST00000528029 	ENST00000526334 ENST00000526945 ENST00000532200 	1733 	580 493 633 	1733 	580 493 633 	53 	52 52 52 
ENST00000449131 	ENST00000278618 ENST00000534152 	3436 	2541 4742 	3436 	2541 4742 	53 	53 53 
ENST00000508814 ENST00000514253 	ENST00000510210 ENST00000512493 ENST00000510019 	278 209 	167 177 222 	278 209 	167 177 222 	53 53 	52 52 52 
ENST00000449131 	ENST00000394290 	3450 	326 	3452 	338 	51 	41 
ENST00000439578 ENST00000502286 ENST00000504242 ENST00000469562 ENST00000338315 ENST00000422163 ENST00000399017 ENST00000328914 ENST00000379562 ENST00000221996 ENST00000493690 ENST00000471841 ENST00000429989 ENST00000358677 ENST00000589420 ENST00000574039 ENST00000566991 ENST00000431002 ENST00000380698 ENST00000473000 ENST00000357613 ENST00000568559 ENST00000287908 ENST00000394622 ENST00000535581 ENST00000366522 ENST00000408893 ENST00000360835 ENST00000588578 ENST00000445217 ENST00000490395 ENST00000399277 ENST00000399280 ENST00000497434 ENST00000497719 ENST00000519466 ENST00000392690 ENST00000411939 ENST00000375234 ENST00000446045 ENST00000526038 ENST00000342063 ENST00000554241 ENST00000413817 ENST00000448803 ENST00000358472 ENST00000373014 ENST00000570867 ENST00000530275 ENST00000392869 ENST00000295030 ENST00000366232 ENST00000443948 ENST00000450281 	ENST00000257189 ENST00000307792 ENST00000560440 ENST00000526185 	113 168 148 1651 1872 412 359 7960 5347 1630 55 4798 6556 5663 648 412 497 927 1761 3498 3629 3209 3882 3658 3137 5020 1906 5859 2261 1378 678 936 797 527 587 290 3044 1331 1680 1540 1218 2296 626 3097 3274 2692 1687 503 4947 6979 3189 68 697 404 	3584 6272 2553 1519 	113 168 148 1651 1872 412 359 7960 5347 1630 55 4798 6556 5663 648 412 497 927 1761 3498 3629 3209 3882 3658 3137 5020 1906 5859 2261 1378 678 936 797 527 587 290 3044 1331 1680 1540 1218 2296 626 3097 3274 2692 1687 503 4947 6979 3189 68 697 404 	3584 6272 2553 1519 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	53 53 53 53 
ENST00000592379 	ENST00000582736 	40 	110 	40 	110 	53 	52 
ENST00000316436 ENST00000575357 	ENST00000464258 ENST00000573661 	1436 1436 	800 800 	1436 1436 	800 800 	53 53 	53 53 
ENST00000361681 	ENST00000361567 	447 	1692 	447 	1692 	53 	53 
ENST00000592379 	ENST00000582736 	41 	111 	41 	111 	53 	52 
ENST00000394511 	ENST00000551944 ENST00000550977 	52 	3293 2156 	52 	3293 2156 	51 	53 53 
ENST00000449131 	ENST00000498161 ENST00000450676 ENST00000599364 	4149 	45 66 45 	4149 	45 66 45 	52 	52 52 52 
ENST00000543469 	ENST00000254799 ENST00000439371 	2687 	5830 5631 	2687 	5830 5631 	53 	53 53 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	3480 	782 333 166 199 197 338 538 338 370 338 	3481 	782 333 166 199 197 338 538 338 370 338 	52 	53 53 53 53 53 53 53 53 53 53 
ENST00000393937 	ENST00000462909 ENST00000437202 	2293 	1210 1355 	2296 	1210 1355 	50 	53 53 
ENST00000309733 ENST00000558583 ENST00000489060 	ENST00000429412 ENST00000546113 ENST00000392385 ENST00000409562 ENST00000550703 ENST00000546643 ENST00000478122 ENST00000586722 ENST00000458297 ENST00000566753 ENST00000481617 ENST00000604604 ENST00000295025 	6835 5988 1879 	2467 2467 688 2459 1081 863 1043 1462 1380 1741 3932 812 8442 	6835 5988 1879 	2467 2467 688 2459 1081 863 1043 1462 1380 1741 3932 812 8442 	52 52 52 	35 35 35 35 35 35 35 35 35 35 35 35 35 
ENST00000463943 	ENST00000335179 ENST00000545072 	379 	72 15 	379 	72 15 	53 	44 44 
ENST00000592379 	ENST00000582736 ENST00000475608 	41 	51 36 	46 	51 36 	48 	52 52 
ENST00000449131 	ENST00000498161 ENST00000517577 ENST00000599364 	3743 	211 233 211 	3743 	211 233 211 	52 	51 51 51 
ENST00000522663 ENST00000403396 	ENST00000466342 	1472 1472 	590 	1472 1472 	590 	50 50 	44 
ENST00000229214 	ENST00000265909 ENST00000533214 	1417 	1478 1418 	1417 	1478 1418 	52 	53 53 
ENST00000424911 ENST00000420084 ENST00000419005 ENST00000430856 ENST00000427251 ENST00000446873 ENST00000415450 	ENST00000383605 ENST00000383619 ENST00000376822 ENST00000462536 ENST00000461996 ENST00000492107 ENST00000549224 ENST00000457879 ENST00000438861 ENST00000453975 ENST00000487534 ENST00000460542 ENST00000470534 ENST00000547271 ENST00000396634 ENST00000376806 ENST00000376802 ENST00000495183 ENST00000479320 ENST00000461903 ENST00000376809 ENST00000454091 ENST00000488889 ENST00000414592 ENST00000464713 ENST00000478258 ENST00000462986 ENST00000552493 ENST00000479494 ENST00000476132 ENST00000453057 ENST00000455882 ENST00000471291 ENST00000413609 ENST00000547522 	54 54 54 54 54 54 54 	523 491 187 184 182 182 235 523 491 187 184 182 182 204 523 491 187 184 182 182 204 523 491 187 184 182 182 187 180 180 180 180 180 180 204 	54 54 54 54 54 54 54 	523 491 187 184 182 182 235 523 491 187 184 182 182 204 523 491 187 184 182 182 204 523 491 187 184 182 182 187 180 180 180 180 180 180 204 	39 39 39 39 39 39 39 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000309733 ENST00000476192 ENST00000497426 	ENST00000508075 ENST00000557845 ENST00000586722 ENST00000458297 ENST00000566753 ENST00000481617 	7034 5095 5095 	264 195 1064 982 1343 3534 	7034 5095 5095 	272 203 1072 990 1351 3542 	53 53 53 	45 45 45 45 45 45 
ENST00000316586 	ENST00000367889 ENST00000367888 ENST00000495447 ENST00000367885 ENST00000367884 ENST00000367883 ENST00000477450 ENST00000367886 	3508 	595 243 303 260 296 286 165 197 	3511 	600 248 308 265 301 291 170 202 	31 	48 48 48 48 48 48 48 48 
ENST00000532281 	ENST00000311528 ENST00000491523 ENST00000563749 ENST00000484610 ENST00000563270 ENST00000567815 ENST00000562879 ENST00000565571 ENST00000393099 ENST00000399461 ENST00000392730 	94 	414 557 993 601 266 376 229 388 587 557 338 	94 	414 557 993 601 266 376 229 388 587 557 338 	53 	53 53 53 53 53 53 53 53 53 53 53 
ENST00000508814 	ENST00000510210 ENST00000512493 	287 	231 241 	287 	231 241 	53 	53 53 
ENST00000459812 ENST00000468814 ENST00000493809 ENST00000480383 ENST00000476214 ENST00000422437 ENST00000483565 	ENST00000477154 ENST00000476469 ENST00000475368 ENST00000475878 ENST00000469628 ENST00000476663 ENST00000469621 	2531 2531 2531 2531 2528 2531 2531 	652 652 652 652 652 652 652 	2531 2531 2531 2531 2528 2531 2531 	652 652 652 652 652 652 652 	53 53 53 53 53 53 53 	53 53 53 53 53 53 53 
ENST00000314675 	ENST00000319041 	2089 	524 	2089 	524 	53 	53 
ENST00000481245 ENST00000485571 ENST00000482077 ENST00000487410 ENST00000471062 ENST00000552215 ENST00000569584 ENST00000461254 ENST00000465849 ENST00000485534 ENST00000462954 ENST00000533626 ENST00000473685 ENST00000467175 ENST00000489688 ENST00000496801 ENST00000494457 ENST00000494835 ENST00000462256 ENST00000481456 	ENST00000303375 ENST00000584265 	313 2144 3414 1643 1643 2815 1794 2014 3413 2014 3412 4817 2013 3396 2014 3413 2014 3412 2014 3413 	482 198 	318 2149 3419 1648 1648 2820 1799 2019 3418 2019 3417 4822 2018 3401 2019 3418 2019 3417 2019 3418 	482 198 	32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 	38 38 
ENST00000371847 ENST00000507209 ENST00000502665 ENST00000475922 	ENST00000322989 ENST00000572008 ENST00000563390 ENST00000574723 ENST00000575669 ENST00000576436 ENST00000562935 ENST00000569365 ENST00000576008 ENST00000565420 ENST00000563579 ENST00000569083 	3168 7286 1823 2878 	318 252 301 200 1981 343 215 269 377 591 11 228 	3172 7290 1827 2882 	318 252 301 200 1981 343 215 269 377 591 11 228 	31 31 31 31 	52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3494 	796 329 347 213 211 552 352 384 352 329 	3494 	796 329 347 213 211 552 352 384 352 329 	53 	51 51 51 51 51 51 51 51 51 51 
ENST00000592379 	ENST00000475608 	151 	13 	151 	13 	53 	52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 ENST00000599364 	3489 	815 348 371 366 372 373 571 371 371 348 	3490 	815 348 371 366 372 373 571 371 371 348 	48 	53 53 53 53 53 53 53 53 53 53 
ENST00000473880 	ENST00000589144 	3199 	1763 	3199 	1763 	53 	35 
ENST00000473204 ENST00000464387 ENST00000375504 	ENST00000528382 	1251 846 1254 	231 	1251 846 1254 	231 	52 52 52 	53 
ENST00000565185 	ENST00000563745 	577 	536 	577 	548 	52 	40 
ENST00000409508 ENST00000328843 	ENST00000373934 	13955 13976 	1701 	13955 13976 	1701 	53 53 	53 
ENST00000216254 ENST00000396512 	ENST00000337566 ENST00000431534 ENST00000432789 	2532 2602 	1170 1305 1461 	2532 2602 	1170 1305 1461 	53 53 	53 53 53 
ENST00000418543 ENST00000546754 ENST00000548381 ENST00000553179 	ENST00000597961 	234 232 220 204 	51 	234 232 220 204 	51 	53 53 53 53 	53 
ENST00000463943 	ENST00000451311 	342 	13 	343 	13 	52 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	444 	129 88 	444 	129 88 	53 	52 52 
ENST00000352732 ENST00000355100 	ENST00000585042 	7889 7842 	425 	7889 7842 	425 	52 52 	52 
ENST00000603274 	ENST00000359635 ENST00000479203 ENST00000493512 ENST00000466304 ENST00000435618 ENST00000481283 ENST00000489762 ENST00000421349 ENST00000498484 ENST00000463832 	195 	53 12 31 40 97 12 31 81 12 31 	195 	53 12 31 40 97 12 31 81 12 31 	52 	51 51 51 51 51 51 51 51 51 51 
ENST00000508814 	ENST00000510019 	308 	255 	309 	255 	52 	52 
ENST00000514253 	ENST00000511844 	513 	101 	513 	101 	52 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3006 2907 2661 	214 	3006 2907 2661 	214 	53 53 53 	53 
ENST00000335185 	ENST00000525782 ENST00000525054 	3749 	1482 422 	3749 	1482 422 	53 	53 53 
ENST00000262866 	ENST00000558530 	2649 	833 	2649 	833 	52 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1154 1171 	214 165 	1154 1171 	214 165 	52 52 	53 53 
ENST00000487078 ENST00000360131 	ENST00000466986 ENST00000417009 ENST00000444799 ENST00000449279 ENST00000413065 ENST00000248566 	3148 3066 	115 164 161 183 154 194 	3148 3066 	115 164 161 183 154 194 	53 53 	48 48 48 48 48 48 
ENST00000436063 	ENST00000476149 ENST00000555870 ENST00000492481 ENST00000550977 ENST00000518152 ENST00000519167 ENST00000556347 ENST00000229465 	3982 	2719 6449 228 1788 555 345 550 694 	3982 	2719 6449 228 1788 555 345 550 694 	31 	37 37 37 37 37 37 37 37 
ENST00000449131 	ENST00000434913 ENST00000492727 	4178 	112 110 	4179 	112 110 	52 	53 53 
ENST00000343450 ENST00000471841 	ENST00000492313 ENST00000370904 ENST00000601243 	2086 4907 	672 193 2138 	2086 4907 	672 193 2138 	52 52 	53 53 53 
ENST00000600944 ENST00000453168 ENST00000423527 ENST00000436236 	ENST00000370474 	790 1675 1451 839 	908 	790 1675 1451 839 	908 	45 45 45 45 	53 
ENST00000504986 ENST00000325094 	ENST00000312239 ENST00000375003 ENST00000419948 ENST00000438032 ENST00000424732 	3166 3134 	1027 1932 464 1065 909 	3166 3134 	1027 1932 464 1065 909 	36 36 	53 53 53 53 53 
ENST00000295851 	ENST00000330339 ENST00000560151 ENST00000560977 ENST00000560084 ENST00000560652 ENST00000330244 ENST00000560229 ENST00000561068 ENST00000561440 ENST00000560639 	10514 	444 613 380 1809 840 444 630 380 1809 840 	10514 	444 613 380 1809 840 444 630 380 1809 840 	53 	53 53 53 53 53 53 53 53 53 53 
