ENST00000536784 ENST00000541505 ENST00000227880 ENST00000544101 ENST00000543406 	ENST00000540112 	396 1747 2055 493 4526 	1902 	396 1747 2055 493 4526 	1902 	53 53 53 53 53 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	2965 2866 2620 	254 	2965 2866 2620 	254 	53 53 53 	51 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	3476 	782 333 166 199 197 338 538 338 370 338 	3481 	783 334 167 200 198 339 539 339 371 339 	48 	52 52 52 52 52 52 52 52 52 52 
ENST00000463943 	ENST00000335179 ENST00000545072 	386 	79 22 	386 	79 22 	51 	51 51 
ENST00000514253 	ENST00000511844 	513 	89 	515 	89 	50 	52 
ENST00000496009 ENST00000373295 	ENST00000456267 ENST00000414832 	2312 1657 	500 520 	2312 1657 	500 520 	32 32 	31 31 
ENST00000463943 	ENST00000335179 ENST00000545072 	376 	81 24 	376 	81 24 	53 	52 52 
ENST00000335185 	ENST00000525054 	3719 	516 	3719 	516 	52 	53 
ENST00000564370 	ENST00000562824 ENST00000563088 ENST00000564436 	816 	862 929 527 	819 	862 929 527 	48 	52 52 52 
ENST00000419932 	ENST00000361436 ENST00000497825 ENST00000497322 	292 	25 25 25 	293 	25 25 25 	52 	53 53 53 
ENST00000281382 ENST00000482786 ENST00000420164 ENST00000306465 	ENST00000564440 ENST00000565184 ENST00000335181 ENST00000568883 ENST00000565143 ENST00000567118 ENST00000565154 ENST00000568459 ENST00000449901 ENST00000319622 ENST00000389093 	851 682 413 888 	2219 1709 1524 1070 1511 1533 1768 1609 1533 1877 1508 	852 683 414 889 	2219 1709 1524 1070 1511 1533 1768 1609 1533 1877 1508 	51 51 51 51 	53 53 53 53 53 53 53 53 53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	376 	79 22 	376 	79 22 	53 	48 48 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3470 	826 359 382 377 383 384 382 359 	3470 	826 359 382 377 383 384 382 359 	51 	53 53 53 53 53 53 53 53 
ENST00000508814 	ENST00000510210 ENST00000512493 	279 	228 238 	279 	228 238 	53 	52 52 
ENST00000592379 	ENST00000475608 	47 	6 	47 	6 	53 	52 
ENST00000379558 ENST00000295269 ENST00000582452 ENST00000456523 ENST00000355520 ENST00000462714 ENST00000223073 ENST00000282074 ENST00000564458 ENST00000564795 	ENST00000392385 ENST00000551944 ENST00000409562 ENST00000604604 	6559 4032 345 5128 7212 1504 15406 1251 1056 1056 	1094 3246 2865 1218 	6559 4032 345 5128 7212 1504 15406 1251 1056 1056 	1094 3246 2865 1218 	51 51 51 51 51 51 51 51 51 51 	52 52 52 52 
ENST00000444724 ENST00000397412 ENST00000293925 ENST00000262317 ENST00000546151 ENST00000423772 ENST00000252444 ENST00000572732 ENST00000472531 ENST00000528276 ENST00000526185 	ENST00000474142 ENST00000564663 ENST00000563294 ENST00000443537 	2724 7026 6927 5052 2046 289 3958 1385 725 339 1437 	5 408 301 631 	2724 7026 6927 5052 2046 289 3958 1385 725 339 1437 	5 408 301 631 	53 53 53 53 53 53 53 53 53 53 53 	53 53 53 53 
ENST00000424842 ENST00000475613 ENST00000372391 ENST00000463362 ENST00000459739 ENST00000468332 ENST00000489547 ENST00000372388 	ENST00000601545 ENST00000243563 ENST00000601253 ENST00000597353 ENST00000599362 ENST00000599570 ENST00000601393 ENST00000598923 ENST00000600456 ENST00000598452 	1297 4251 4420 1042 1469 4416 241 3494 	105 663 246 205 242 612 313 248 224 336 	1297 4251 4420 1042 1469 4416 241 3494 	105 663 246 205 242 612 313 248 224 336 	53 53 53 53 53 53 53 53 	53 53 53 53 53 53 53 53 53 53 
ENST00000592379 	ENST00000475608 	143 	6 	143 	6 	53 	52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 ENST00000599364 	3422 	815 348 371 366 372 373 571 371 371 348 	3422 	815 348 371 366 372 373 571 371 371 348 	52 	53 53 53 53 53 53 53 53 53 53 
ENST00000535128 	ENST00000448413 ENST00000272902 ENST00000383843 ENST00000405420 ENST00000534863 	80 	778 798 706 790 762 	80 	778 798 706 790 762 	53 	52 52 52 52 52 
ENST00000592379 	ENST00000475608 	57 	10 	57 	10 	53 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	137 96 	484 	137 96 	53 	53 53 
ENST00000430252 ENST00000540275 	ENST00000601521 ENST00000596314 ENST00000598098 ENST00000598495 ENST00000598807 ENST00000596046 ENST00000599232 ENST00000196551 	268 268 	903 488 238 506 428 1220 356 443 	268 268 	924 509 259 527 449 1241 377 464 	51 51 	32 32 32 32 32 32 32 32 
ENST00000514253 	ENST00000510019 ENST00000429775 	443 	235 60 	443 	235 60 	53 	53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	366 	77 20 	366 	77 20 	53 	52 52 
ENST00000549524 	ENST00000390658 	1055 	997 	1061 	997 	46 	52 
ENST00000514253 	ENST00000510019 ENST00000511844 	464 	78 37 	464 	78 37 	53 	53 53 
ENST00000508814 ENST00000514253 	ENST00000510210 ENST00000512493 ENST00000510019 	286 217 	170 180 225 	286 217 	171 181 226 	52 52 	52 52 52 
ENST00000463943 	ENST00000335179 ENST00000545072 	376 	80 23 	377 	80 23 	52 	50 50 
ENST00000335185 	ENST00000525782 ENST00000525054 	3760 	1494 434 	3760 	1494 434 	52 	53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	3008 2909 2663 	238 	3008 2909 2663 	238 	53 53 53 	52 
ENST00000242057 	ENST00000332707 	4741 	4392 	4756 	4392 	35 	53 
ENST00000309733 ENST00000489060 	ENST00000508075 ENST00000469632 ENST00000586722 ENST00000458297 ENST00000566753 ENST00000481617 ENST00000295025 	7004 2048 	496 603 1296 1214 1575 3766 8276 	7004 2048 	496 603 1296 1214 1575 3766 8276 	44 44 	53 53 53 53 53 53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000434913 ENST00000517577 	3777 	98 96 237 238 	3777 	98 96 237 238 	53 	53 53 53 53 
ENST00000514253 	ENST00000510019 	443 	191 	443 	191 	53 	53 
ENST00000361681 	ENST00000361567 	297 	1750 	297 	1750 	52 	52 
ENST00000463943 	ENST00000369754 ENST00000320172 ENST00000369756 	363 	5140 5085 5013 	368 	5140 5085 5013 	48 	52 52 52 
ENST00000463943 	ENST00000335179 ENST00000545072 	363 	82 25 	363 	82 25 	53 	51 51 
ENST00000335185 	ENST00000526267 ENST00000525054 	3701 	419 460 	3701 	419 460 	53 	52 52 
ENST00000333139 ENST00000446232 	ENST00000309955 ENST00000553258 ENST00000442514 ENST00000548061 	1192 1060 	3680 12 12 12 	1192 1060 	3697 29 29 29 	53 53 	36 36 36 36 
ENST00000406213 	ENST00000316292 ENST00000309268 ENST00000490569 ENST00000331523 ENST00000436459 ENST00000501580 ENST00000513637 ENST00000503537 ENST00000599509 	1356 	1945 1572 986 1198 953 948 949 956 953 	1356 	1945 1572 986 1198 953 948 949 956 953 	53 	53 53 53 53 53 53 53 53 53 
ENST00000534037 ENST00000529315 	ENST00000556969 	337 530 	1240 	340 533 	1240 	36 36 	53 
ENST00000483793 ENST00000310613 	ENST00000409562 	4094 3145 	2325 	4100 3151 	2342 	47 47 	35 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3017 2918 2672 	325 	3017 2918 2672 	325 	53 53 53 	51 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 ENST00000561048 	2964 2865 2619 	154 283 	2964 2865 2619 	154 283 	53 53 53 	52 52 
ENST00000603274 	ENST00000359635 ENST00000479203 ENST00000493512 ENST00000466304 ENST00000435618 ENST00000481283 ENST00000489762 ENST00000430299 ENST00000421349 ENST00000498484 ENST00000463832 	210 	59 18 37 46 103 18 37 2 87 18 37 	210 	59 18 37 46 103 18 37 2 87 18 37 	53 	53 53 53 53 53 53 53 53 53 53 53 
ENST00000560723 	ENST00000559556 	419 	881 	419 	881 	52 	53 
ENST00000592379 	ENST00000582736 	15 	88 	15 	88 	53 	53 
ENST00000580874 	ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000492816 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000456923 ENST00000359671 ENST00000345488 ENST00000357009 	4974 	6546 7165 6892 6355 7362 8036 6817 6627 6627 6715 2870 6985 6379 6486 	4980 	6546 7165 6892 6355 7362 8036 6817 6627 6627 6715 2870 6985 6379 6486 	42 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000534775 	ENST00000430070 	1448 	2214 	1448 	2214 	52 	50 
ENST00000393658 	ENST00000361183 ENST00000414148 ENST00000449080 ENST00000458284 	409 	120 63 6 34 	410 	120 63 6 34 	33 	51 51 51 51 
ENST00000592379 	ENST00000448290 ENST00000431837 	14 	2154 2019 	16 	2154 2019 	51 	53 53 
ENST00000449131 	ENST00000492727 ENST00000450676 	4129 	84 86 	4129 	84 86 	51 	53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	3006 2907 2661 	239 	3006 2907 2661 	239 	53 53 53 	52 
ENST00000361681 ENST00000506002 	ENST00000361567 	426 426 	1707 	426 426 	1707 	53 53 	52 
ENST00000570752 	ENST00000514271 ENST00000527839 ENST00000598973 	138 	686 608 608 	138 	688 610 610 	53 	33 33 33 
ENST00000514253 	ENST00000510019 	473 	199 	473 	199 	53 	52 
ENST00000508814 	ENST00000510210 ENST00000512493 ENST00000510019 	283 	186 196 241 	283 	186 196 241 	53 	53 53 53 
ENST00000449131 	ENST00000434913 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4142 	112 110 312 112 112 	4142 	112 110 312 112 112 	53 	53 53 53 53 53 
ENST00000526284 	ENST00000601706 ENST00000594734 ENST00000569239 ENST00000411432 ENST00000557832 ENST00000398726 	775 	5 5 1367 2078 95 38 	784 	5 5 1367 2078 95 38 	44 	42 42 42 42 42 42 
ENST00000504381 ENST00000507488 ENST00000513801 ENST00000328560 ENST00000359644 ENST00000422190 ENST00000504612 ENST00000393221 ENST00000533801 	ENST00000505290 ENST00000504964 	3061 3142 2974 3047 2979 2949 2711 3137 2887 	154 590 	3061 3142 2974 3047 2979 2949 2711 3137 2887 	154 590 	53 53 53 53 53 53 53 53 53 	53 53 
ENST00000257575 	ENST00000481945 	3416 	115 	3416 	135 	32 	32 
ENST00000514253 	ENST00000510019 	484 	222 	484 	222 	53 	52 
ENST00000515834 	ENST00000361547 ENST00000374315 ENST00000354177 	3741 	3297 3178 3195 	3741 	3297 3178 3195 	40 	46 46 46 
ENST00000596341 ENST00000594369 ENST00000335841 ENST00000391694 	ENST00000594786 ENST00000599700 ENST00000263093 ENST00000601355 	3811 2125 1776 2041 	114 80 1836 1511 	3811 2125 1776 2041 	114 80 1836 1511 	53 53 53 53 	39 39 39 39 
ENST00000393658 	ENST00000302278 ENST00000488427 ENST00000396033 ENST00000374956 ENST00000423113 	409 	2418 239 2489 2544 2434 	410 	2418 239 2489 2544 2434 	40 	53 53 53 53 53 
ENST00000482786 ENST00000420164 ENST00000306465 	ENST00000473428 	780 511 986 	703 	780 511 986 	703 	53 53 53 	53 
ENST00000514253 	ENST00000511844 	505 	83 	505 	83 	53 	53 
ENST00000377627 	ENST00000377573 	1947 	1661 	1947 	1661 	53 	53 
ENST00000601871 	ENST00000484412 ENST00000442730 	1419 	583 620 	1420 	583 620 	51 	53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	468 	156 115 	468 	156 115 	52 	53 53 
ENST00000451608 	ENST00000409601 	4863 	578 	4863 	578 	53 	52 
ENST00000573577 ENST00000571558 ENST00000575599 ENST00000381209 ENST00000571043 ENST00000571613 ENST00000539417 ENST00000381208 	ENST00000570805 ENST00000573204 ENST00000573421 	1208 1349 1285 1461 1473 1614 1397 1320 	418 694 184 	1208 1349 1285 1461 1473 1614 1397 1320 	418 694 184 	52 52 52 52 52 52 52 52 	52 52 52 
ENST00000449131 	ENST00000434913 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4129 	112 110 312 112 112 	4129 	112 110 312 112 112 	51 	53 53 53 53 53 
ENST00000508814 ENST00000514253 	ENST00000510210 ENST00000512493 ENST00000510019 	278 209 	175 185 230 	283 214 	175 185 230 	48 48 	52 52 52 
ENST00000570037 ENST00000562111 	ENST00000569248 ENST00000565813 	793 746 	1712 161 	793 746 	1712 161 	53 53 	53 53 
ENST00000240651 ENST00000538582 	ENST00000512127 ENST00000507735 ENST00000507699 ENST00000335742 	2071 2557 	2636 2099 1577 4143 	2072 2558 	2636 2099 1577 4143 	52 52 	53 53 53 53 
ENST00000596924 	ENST00000381154 ENST00000495294 	640 	2669 1728 	644 	2669 1728 	31 	44 44 
ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000426059 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	ENST00000407471 ENST00000435822 	18 19 19 19 123 19 24 18 19 24 19 19 19 19 	2190 2321 	18 19 19 19 123 19 24 18 19 24 19 19 19 19 	2190 2321 	41 41 41 41 41 41 41 41 41 41 41 41 41 41 	53 53 
ENST00000512701 ENST00000399017 ENST00000471841 ENST00000550522 ENST00000378268 ENST00000380698 ENST00000596217 ENST00000593682 ENST00000311437 ENST00000342063 ENST00000264230 ENST00000504241 ENST00000443948 	ENST00000379433 	5382 376 4815 3 365 1778 1077 1812 3034 2313 729 1987 714 	1756 	5382 376 4815 3 365 1778 1077 1812 3034 2313 729 1987 714 	1768 	53 53 53 53 53 53 53 53 53 53 53 53 53 	40 
ENST00000461526 	ENST00000422447 ENST00000543445 ENST00000430553 ENST00000396222 ENST00000535451 ENST00000494573 ENST00000539814 ENST00000541097 ENST00000227157 ENST00000478970 ENST00000495052 ENST00000379412 ENST00000542179 ENST00000537296 ENST00000540430 	410 	397 230 223 223 372 222 222 222 199 423 462 481 413 799 493 	428 	397 230 223 223 372 222 222 222 199 423 462 481 413 799 493 	35 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 
ENST00000570780 ENST00000391950 	ENST00000441206 	1088 1105 	258 	1088 1105 	258 	53 53 	52 
ENST00000449131 	ENST00000517577 	3741 	229 	3741 	229 	52 	53 
ENST00000274026 	ENST00000325954 ENST00000413266 ENST00000546262 ENST00000540046 ENST00000545419 ENST00000535395 	608 	2074 1628 434 245 221 144 	608 	2074 1628 434 245 221 144 	52 	53 53 53 53 53 53 
ENST00000454671 	ENST00000564601 ENST00000507437 	471 	825 430 	475 	825 430 	49 	53 53 
ENST00000592379 	ENST00000582736 	16 	113 	16 	113 	53 	50 
ENST00000598878 	ENST00000449565 ENST00000432764 	148 	821 821 	148 	821 821 	53 	53 53 
ENST00000514253 	ENST00000510019 ENST00000429775 	444 	211 36 	444 	211 36 	53 	53 53 
ENST00000403627 ENST00000405159 	ENST00000580271 ENST00000577238 ENST00000582672 	1776 1843 	271 377 156 	1776 1843 	271 377 156 	53 53 	51 51 51 
ENST00000514253 	ENST00000315368 ENST00000510092 ENST00000504256 ENST00000515848 	496 	2308 2231 3430 1949 	509 	2308 2231 3430 1949 	40 	52 52 52 52 
ENST00000514253 	ENST00000510019 ENST00000511844 	482 	163 122 	482 	163 122 	53 	52 52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 ENST00000561048 	3008 2909 2663 	156 285 	3008 2909 2663 	156 285 	53 53 53 	53 53 
ENST00000361681 	ENST00000361567 	448 	1669 	448 	1669 	52 	53 
ENST00000373043 	ENST00000370321 ENST00000497519 ENST00000493817 ENST00000434805 	139 	621 850 528 527 	139 	621 850 528 527 	53 	52 52 52 52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3369 	811 344 367 362 228 226 368 367 399 367 344 	3369 	811 344 367 362 228 226 368 367 399 367 344 	53 	53 53 53 53 53 53 53 53 53 53 53 
ENST00000361681 	ENST00000361567 	483 	1743 	483 	1743 	42 	53 
ENST00000455611 	ENST00000502586 ENST00000504292 	2279 	645 288 	2280 	645 288 	51 	52 52 
ENST00000555220 ENST00000555424 	ENST00000550697 ENST00000550184 ENST00000293422 ENST00000348108 ENST00000547703 ENST00000536128 ENST00000547649 ENST00000548725 ENST00000547408 ENST00000551589 ENST00000550639 ENST00000546630 ENST00000549392 ENST00000548293 	946 295 	323 1010 131 131 126 401 122 120 116 115 152 390 66 88 	947 296 	323 1010 131 131 126 401 122 120 116 115 152 390 66 88 	51 51 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000601089 ENST00000329627 ENST00000481434 	ENST00000484524 	2813 11085 1496 	1749 	2833 11105 1516 	1750 	33 33 33 	35 
ENST00000476487 	ENST00000506339 ENST00000355836 ENST00000514633 ENST00000515193 ENST00000506259 ENST00000504898 	2058 	1551 1419 1411 1399 1484 1602 	2058 	1551 1419 1411 1399 1484 1602 	53 	53 53 53 53 53 53 
ENST00000449131 	ENST00000492727 ENST00000450676 	4156 	105 107 	4156 	105 107 	53 	52 52 
ENST00000474871 ENST00000532143 	ENST00000389677 ENST00000504157 ENST00000393978 ENST00000354451 	1508 -12 	10289 702 614 1328 	1520 0 	10289 702 614 1328 	31 31 	53 53 53 53 
ENST00000395468 	ENST00000448290 ENST00000431837 	3281 	2105 1970 	3291 	2105 1970 	40 	53 53 
ENST00000436428 	ENST00000496906 	118 	1374 	118 	1374 	53 	53 
ENST00000335185 	ENST00000525782 ENST00000524711 ENST00000526267 ENST00000525054 	3694 	1438 1555 337 378 	3694 	1438 1555 337 378 	53 	53 53 53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1104 1121 	272 	1104 1121 	272 	53 53 	53 
ENST00000366559 ENST00000366557 	ENST00000462265 ENST00000478849 	4207 3834 	391 552 	4208 3835 	391 552 	41 41 	52 52 
ENST00000522754 	ENST00000222553 	1026 	3473 	1034 	3473 	37 	53 
ENST00000560723 	ENST00000559556 	409 	879 	409 	879 	53 	53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	96 94 236 	3744 	102 100 242 	53 	47 47 47 
ENST00000511912 	ENST00000512699 	3080 	425 	3080 	425 	51 	53 
ENST00000373484 	ENST00000463378 	3354 	756 	3354 	756 	53 	52 
ENST00000581020 	ENST00000216180 ENST00000406117 ENST00000423180 ENST00000478713 ENST00000497129 	1604 	826 768 750 687 38 	1610 	831 773 755 692 43 	34 	34 34 34 34 34 
ENST00000496484 	ENST00000439011 ENST00000413194 	350 	287 230 	350 	287 230 	52 	53 53 
ENST00000592379 	ENST00000582736 	41 	103 	41 	103 	53 	53 
ENST00000314675 	ENST00000319041 	2119 	454 	2119 	454 	52 	53 
ENST00000570630 ENST00000448504 	ENST00000592645 ENST00000590402 ENST00000591744 	3525 3525 	127 464 525 	3525 3525 	127 464 525 	53 53 	52 52 52 
ENST00000463943 	ENST00000335179 ENST00000545072 	286 	77 20 	286 	77 20 	53 	52 52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 ENST00000492727 	3753 	82 80 222 219 	3753 	82 80 222 219 	52 	53 53 53 53 
ENST00000592379 	ENST00000582736 	40 	88 	40 	88 	53 	53 
ENST00000525601 	ENST00000423003 ENST00000437574 ENST00000457819 ENST00000444218 ENST00000419839 ENST00000428778 ENST00000425067 ENST00000439937 	198 	173 173 173 173 173 173 173 173 	198 	173 173 173 173 173 173 173 173 	53 	53 53 53 53 53 53 53 53 
ENST00000580874 	ENST00000370339 	4974 	2335 	4980 	2335 	42 	52 
ENST00000314675 	ENST00000319041 	2102 	576 	2102 	576 	52 	52 
ENST00000347053 	ENST00000485846 	4407 	2330 	4407 	2330 	53 	53 
ENST00000408926 	ENST00000557060 ENST00000551944 ENST00000555870 ENST00000550977 ENST00000604604 ENST00000469718 ENST00000602666 	3109 	2762 3307 6838 2170 1279 438 2454 	3109 	2780 3325 6856 2188 1297 456 2472 	53 	34 34 34 34 34 34 34 
ENST00000489060 	ENST00000551944 ENST00000493254 ENST00000604604 ENST00000392857 ENST00000295025 	1239 	3447 2384 1420 5640 9046 	1239 	3466 2403 1439 5659 9065 	53 	33 33 33 33 33 
ENST00000592379 	ENST00000475608 	54 	13 	54 	13 	53 	52 
ENST00000501271 	ENST00000409257 ENST00000588199 ENST00000588800 ENST00000591952 ENST00000327898 ENST00000587750 ENST00000589664 	1091 	1143 705 521 367 1113 453 463 	1091 	1143 705 521 367 1113 453 463 	39 	52 52 52 52 52 52 52 
ENST00000311412 ENST00000405413 ENST00000506912 	ENST00000388715 ENST00000394571 ENST00000463826 ENST00000564846 ENST00000544597 ENST00000600468 ENST00000524388 ENST00000381774 ENST00000533990 ENST00000560626 ENST00000312493 ENST00000542200 ENST00000561455 ENST00000480945 	2098 2135 500 	1910 2056 1882 1556 15 2225 2406 2790 427 9559 9362 2068 403 6639 	2098 2135 500 	1930 2076 1902 1576 35 2245 2426 2810 447 9579 9382 2088 423 6659 	34 34 34 	32 32 32 32 32 32 32 32 32 32 32 32 32 32 
ENST00000449313 ENST00000324048 ENST00000426871 ENST00000368879 	ENST00000368875 ENST00000271657 	4092 5277 3176 4466 	3918 3406 	4092 5277 3176 4466 	3918 3406 	53 53 53 53 	53 53 
ENST00000512512 ENST00000295666 	ENST00000441246 	756 1150 	3554 	756 1150 	3554 	53 53 	53 
ENST00000556219 	ENST00000361171 ENST00000470567 ENST00000489570 ENST00000436593 	276 	746 61 3 745 	295 	746 61 3 745 	34 	53 53 53 53 
ENST00000369130 ENST00000462852 ENST00000478999 ENST00000369128 ENST00000579153 	ENST00000380394 ENST00000380384 ENST00000315377 ENST00000380381 	185 149 128 115 212 	97 620 143 79 	185 149 128 115 212 	97 620 143 79 	48 48 48 48 48 	53 53 53 53 
ENST00000592379 	ENST00000475608 	72 	6 	72 	6 	53 	52 
ENST00000592661 	ENST00000587608 ENST00000587133 ENST00000587200 	430 	351 741 595 	430 	351 741 595 	53 	53 53 53 
ENST00000526743 	ENST00000528784 	1451 	812 	1453 	812 	51 	53 
ENST00000314675 	ENST00000319041 	2105 	613 	2105 	613 	51 	51 
ENST00000368984 	ENST00000407327 ENST00000335757 ENST00000586078 ENST00000589561 ENST00000586549 	633 	2291 2652 2767 1562 710 	633 	2291 2652 2767 1562 710 	53 	53 53 53 53 53 
ENST00000592379 	ENST00000437246 	54 	83 	54 	83 	53 	53 
ENST00000508814 	ENST00000510210 ENST00000512493 	278 	231 241 	278 	231 241 	53 	53 53 
ENST00000476192 ENST00000489060 ENST00000497426 ENST00000474698 	ENST00000578049 	5373 2356 5373 5372 	65 	5373 2356 5373 5372 	65 	53 53 53 53 	35 
