ENST00000574872 	ENST00000519266 ENST00000520221 	681 	194 34 	681 	194 34 	44 	53 53 
ENST00000427177 ENST00000591198 ENST00000431235 ENST00000588690 ENST00000423034 ENST00000427674 ENST00000585930 ENST00000541152 ENST00000591088 ENST00000592951 ENST00000427180 ENST00000589246 ENST00000329047 ENST00000449803 ENST00000574891 ENST00000588583 ENST00000576289 ENST00000571241 ENST00000576977 ENST00000586105 ENST00000573468 ENST00000574362 ENST00000591262 ENST00000575088 ENST00000591339 ENST00000585924 ENST00000574853 ENST00000586865 	ENST00000466801 ENST00000448874 ENST00000409321 ENST00000409115 ENST00000341369 ENST00000468027 ENST00000481928 ENST00000409683 ENST00000410064 ENST00000412128 ENST00000467816 	1974 1876 2153 1833 2135 2088 1191 1177 1412 1498 1788 515 2606 2149 1974 1876 2153 2149 2606 1833 2135 2088 1191 1177 1412 1498 1788 515 	407 279 263 316 312 295 765 289 594 231 290 	1974 1876 2153 1833 2135 2088 1191 1177 1412 1498 1788 515 2606 2149 1974 1876 2153 2149 2606 1833 2135 2088 1191 1177 1412 1498 1788 515 	426 298 282 335 331 314 784 308 613 250 309 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	32 32 32 32 32 32 32 32 32 32 32 
ENST00000429775 	ENST00000514253 	252 	452 	252 	452 	53 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	174 174 	417 	174 174 	417 	52 52 	51 
ENST00000309733 ENST00000478538 ENST00000483793 ENST00000489060 	ENST00000550977 ENST00000604604 ENST00000469718 	6560 17 3760 1604 	2180 1289 448 	6560 17 3760 1604 	2180 1289 448 	53 53 53 53 	51 51 51 
ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	271 271 263 271 	33 	271 271 263 271 	33 	53 53 53 53 	53 
ENST00000483956 	ENST00000585057 ENST00000472125 ENST00000464873 	487 	905 709 1925 	487 	905 709 1925 	52 	37 37 37 
ENST00000391877 	ENST00000296328 	1189 	5353 	1189 	5373 	53 	31 
ENST00000584196 ENST00000582966 ENST00000225724 ENST00000403396 	ENST00000309955 	2020 2020 2600 3519 	3709 	2020 2020 2600 3519 	3709 	53 53 53 53 	52 
ENST00000460355 ENST00000431098 ENST00000314394 	ENST00000492999 ENST00000486695 ENST00000467671 	3473 434 335 	85 85 85 	3473 434 335 	85 85 85 	53 53 53 	52 52 52 
ENST00000574872 	ENST00000519266 ENST00000520221 	721 	175 15 	721 	175 15 	53 	53 53 
ENST00000468666 ENST00000478186 	ENST00000445820 ENST00000428199 	182 174 	53 53 	182 174 	53 53 	52 52 	50 50 
ENST00000406913 ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	299 269 269 261 269 	7 	299 269 269 261 269 	7 	52 52 52 52 52 	51 
ENST00000448312 ENST00000397561 	ENST00000461526 	378 379 	464 	378 379 	464 	52 52 	45 
ENST00000470481 	ENST00000492502 ENST00000533958 	833 	151 72 	833 	159 80 	52 	45 45 
ENST00000460355 	ENST00000492999 ENST00000486695 ENST00000467671 	3492 	86 86 86 	3492 	86 86 86 	53 	53 53 53 
ENST00000574872 	ENST00000519266 ENST00000520221 	666 	177 17 	666 	177 17 	52 	52 52 
ENST00000483763 	ENST00000368921 	100 	1785 	100 	1785 	53 	53 
ENST00000557060 ENST00000493254 ENST00000392857 ENST00000295025 	ENST00000326831 ENST00000436063 	2896 2377 5633 9039 	2569 3648 	2910 2391 5647 9053 	2590 3669 	39 39 39 39 	32 32 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 78 101 78 78 87 	146 	168 358 193 150 90 78 78 78 101 78 78 101 78 78 87 	146 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	53 
ENST00000337755 ENST00000519836 ENST00000523108 ENST00000520918 ENST00000521305 ENST00000523329 ENST00000520134 ENST00000519616 	ENST00000506042 ENST00000514093 ENST00000376929 	1137 48 250 254 699 176 255 467 	110 100 120 	1137 48 250 254 699 176 255 467 	110 100 120 	53 53 53 53 53 53 53 53 	53 53 53 
ENST00000574872 	ENST00000519266 ENST00000520221 	681 	177 17 	681 	177 17 	53 	52 52 
ENST00000574872 	ENST00000519266 ENST00000520221 	650 	184 24 	650 	184 24 	53 	53 53 
ENST00000465295 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	78 78 101 78 78 87 	121 	78 78 101 78 78 87 	121 	52 52 52 52 52 52 	52 
ENST00000335508 ENST00000468925 	ENST00000557789 ENST00000325881 ENST00000560997 	1186 303 	3079 2980 2734 	1186 303 	3079 2980 2734 	53 53 	53 53 53 
ENST00000498161 ENST00000425761 ENST00000492727 ENST00000450676 ENST00000599364 	ENST00000449131 	361 379 386 384 361 	4124 	361 379 386 384 361 	4124 	52 52 52 52 52 	53 
ENST00000286298 ENST00000401392 	ENST00000593745 	5294 4433 	3941 	5315 4454 	3961 	32 32 	33 
ENST00000512183 ENST00000338148 	ENST00000399012 ENST00000381657 ENST00000465244 ENST00000588572 ENST00000326529 ENST00000593184 ENST00000586025 ENST00000565642 	1041 1077 	4400 4617 1993 1178 1293 1719 1896 2158 	1041 1077 	4400 4617 1993 1178 1293 1719 1896 2158 	40 40 	53 53 53 53 53 53 53 53 
ENST00000427805 ENST00000392994 ENST00000372849 ENST00000465744 ENST00000471855 ENST00000489407 ENST00000553110 ENST00000599008 ENST00000600969 ENST00000598579 ENST00000594831 ENST00000600542 ENST00000599773 ENST00000596376 	ENST00000409573 	524 629 378 646 335 309 388 524 388 629 378 646 335 309 	3663 	524 629 378 646 335 309 388 524 388 629 378 646 335 309 	3674 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 	31 
ENST00000433932 ENST00000542506 ENST00000540767 ENST00000545245 ENST00000545405 ENST00000421879 ENST00000544696 ENST00000466716 ENST00000544309 ENST00000539419 	ENST00000522056 ENST00000517839 	348 638 341 311 217 260 324 402 348 397 	178 36 	348 638 341 311 217 260 324 402 348 397 	178 36 	53 53 53 53 53 53 53 53 53 53 	52 52 
ENST00000522056 ENST00000518606 ENST00000278840 ENST00000517312 ENST00000521849 ENST00000521571 	ENST00000540767 	447 194 991 303 472 80 	52 	447 194 991 303 472 80 	52 	53 53 53 53 53 53 	53 
ENST00000396599 ENST00000461458 ENST00000402485 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	59 59 59 59 82 59 59 59 82 59 59 59 68 	135 	67 67 67 67 90 67 67 67 90 67 67 67 76 	135 	40 40 40 40 40 40 40 40 40 40 40 40 40 	53 
ENST00000567272 	ENST00000427908 	819 	1204 	819 	1204 	41 	53 
ENST00000484430 ENST00000398981 	ENST00000604922 	677 685 	296 	677 685 	296 	53 53 	34 
ENST00000574872 	ENST00000520221 	670 	48 	670 	48 	53 	53 
ENST00000418797 ENST00000369494 ENST00000537345 ENST00000369496 	ENST00000598661 	297 226 418 227 	131 	297 226 418 227 	131 	53 53 53 53 	52 
ENST00000497322 ENST00000483598 ENST00000310055 ENST00000439896 ENST00000424565 ENST00000406939 	ENST00000450504 ENST00000426791 	1721 16 135 135 133 135 	399 399 	1721 16 135 135 133 135 	421 421 	53 53 53 53 53 53 	31 31 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	76 74 216 	4203 	76 74 216 	4203 	53 53 53 	53 
ENST00000542104 	ENST00000563480 ENST00000395589 	1723 	384 384 	1723 	392 392 	52 	42 42 
ENST00000301740 	ENST00000594104 	7283 	207 	7283 	222 	53 	33 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	95 93 235 	4213 	95 93 235 	4213 	53 53 53 	53 
ENST00000520547 ENST00000441206 	ENST00000570780 ENST00000391950 	447 398 	1151 1168 	447 398 	1151 1168 	53 53 	52 52 
ENST00000311380 ENST00000375250 ENST00000492028 ENST00000344936 ENST00000396144 ENST00000375245 	ENST00000557789 ENST00000325881 ENST00000560997 	1766 2055 645 2138 2116 1975 	3025 2926 2680 	1766 2055 645 2138 2116 1975 	3025 2926 2680 	53 53 53 53 53 53 	53 53 53 
ENST00000411660 	ENST00000604922 	601 	329 	601 	329 	51 	53 
ENST00000329421 	ENST00000332707 	550 	4382 	550 	4382 	51 	43 
ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	ENST00000449131 	336 169 202 200 341 541 341 373 341 	3789 	336 169 202 200 341 541 341 373 341 	3806 	53 53 53 53 53 53 53 53 53 	36 
ENST00000493254 ENST00000552937 ENST00000549640 ENST00000549785 ENST00000550234 ENST00000547979 	ENST00000310613 	1149 111 111 111 111 111 	4235 	1149 111 111 111 111 111 	4238 	48 48 48 48 48 48 	39 
ENST00000497322 ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 ENST00000432393 ENST00000599500 	ENST00000450504 ENST00000486695 ENST00000426791 ENST00000467671 	1831 202 244 270 146 245 245 	424 350 424 350 	1831 202 244 270 146 245 245 	424 350 424 350 	53 53 53 53 53 53 53 	53 53 53 53 
ENST00000507623 ENST00000380638 	ENST00000463943 	182 182 	417 	182 182 	417 	53 53 	51 
ENST00000345003 ENST00000296048 ENST00000484197 	ENST00000329286 	1843 1681 1355 	1903 	1843 1681 1355 	1918 	51 51 51 	34 
ENST00000216044 ENST00000366392 	ENST00000502732 ENST00000408940 	4546 99 	9266 8954 	4546 99 	9279 8967 	52 52 	32 32 
ENST00000398004 	ENST00000426347 ENST00000416232 	2710 	1305 755 	2710 	1309 759 	51 	31 31 
ENST00000434913 	ENST00000449131 	238 	4138 	238 	4138 	53 	53 
ENST00000404583 ENST00000314567 ENST00000381037 ENST00000404744 ENST00000475605 ENST00000474256 	ENST00000403506 ENST00000425841 	246 684 417 388 74 203 	67 29 	246 684 417 388 74 203 	67 29 	52 52 52 52 52 52 	52 52 
ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000492816 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000498719 ENST00000356005 ENST00000456923 ENST00000494446 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	ENST00000461526 	7130 7749 7476 6939 7946 8620 7401 7211 7211 1886 7299 3454 604 7569 7044 6963 7070 	432 	7130 7749 7476 6939 7946 8620 7401 7211 7211 1886 7299 3454 604 7569 7044 6963 7070 	452 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	32 
ENST00000409105 ENST00000409913 ENST00000319466 ENST00000409800 ENST00000444761 	ENST00000369681 	1681 1446 1653 1426 1636 	7369 	1681 1446 1653 1426 1636 	7389 	48 48 48 48 48 	31 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	138 328 163 60 48 48 48 71 48 48 48 71 48 48 48 57 	146 	138 328 163 60 48 48 48 71 48 48 48 71 48 48 48 57 	146 	50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 	52 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	76 74 216 	4197 	76 74 216 	4197 	53 53 53 	49 
ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000492816 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000498719 ENST00000356005 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	ENST00000494901 	7590 8209 7936 7399 8406 9080 7861 7671 7671 2346 7759 8029 7504 7423 7530 	2342 	7590 8209 7936 7399 8406 9080 7861 7671 7671 2346 7759 8029 7504 7423 7530 	2357 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	33 
ENST00000555532 	ENST00000498565 	109 	256 	109 	256 	53 	53 
ENST00000361547 ENST00000374315 ENST00000354177 	ENST00000515834 	3614 3495 3512 	3744 	3614 3495 3512 	3744 	53 53 53 	37 
ENST00000548015 	ENST00000546921 	521 	254 	521 	254 	53 	53 
ENST00000484430 ENST00000398981 ENST00000398259 ENST00000483907 ENST00000483613 ENST00000389400 ENST00000485355 ENST00000442655 	ENST00000604922 	520 528 516 518 518 546 518 518 	208 	520 528 516 518 518 546 518 518 	208 	53 53 53 53 53 53 53 53 	50 
ENST00000436612 	ENST00000269576 	10 	1393 	10 	1409 	53 	37 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	76 74 216 	4197 	76 74 216 	4197 	53 53 53 	52 
ENST00000406017 	ENST00000442987 	54 	2918 	54 	2918 	53 	53 
ENST00000499869 ENST00000515743 ENST00000502702 ENST00000382452 ENST00000382451 	ENST00000557789 ENST00000325881 ENST00000560997 	2063 4301 1510 2152 1732 	2968 2869 2623 	2063 4301 1510 2152 1732 	2975 2876 2630 	53 53 53 53 53 	32 32 32 
ENST00000446445 	ENST00000592379 	280 	16 	280 	16 	53 	53 
ENST00000546654 	ENST00000564755 	68 	191 	68 	191 	53 	52 
ENST00000585042 ENST00000584796 ENST00000583879 	ENST00000352732 ENST00000355100 	432 117 99 	8058 8011 	432 117 99 	8065 8018 	52 52 52 	46 46 
ENST00000396386 ENST00000456948 ENST00000409747 ENST00000497498 	ENST00000490912 	154 873 82 528 	2 	154 873 82 528 	2 	53 53 53 53 	53 
ENST00000434913 	ENST00000449131 	239 	4139 	239 	4139 	51 	53 
ENST00000483907 ENST00000483613 ENST00000389400 ENST00000485355 ENST00000442655 	ENST00000604922 	518 518 546 518 518 	231 	518 518 546 518 518 	231 	53 53 53 53 53 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000477341 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000485147 ENST00000482905 ENST00000473808 ENST00000568122 	ENST00000515262 	118 308 143 100 40 28 28 29 28 51 28 28 28 51 28 28 28 28 28 	151 	118 308 143 100 40 28 28 29 28 51 28 28 28 51 28 28 28 28 28 	151 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000223095 ENST00000445463 	ENST00000419932 	1931 1877 	314 	1931 1877 	314 	53 53 	33 
ENST00000475608 	ENST00000592379 	351 	147 	351 	147 	53 	52 
ENST00000490882 ENST00000295956 ENST00000358537 ENST00000429972 ENST00000493452 ENST00000481470 ENST00000484981 ENST00000348383 ENST00000357272 ENST00000419752 	ENST00000402802 	7940 7847 7775 7814 7260 4881 589 7724 7917 7142 	1579 	7940 7847 7775 7814 7260 4881 589 7724 7917 7142 	1589 	53 53 53 53 53 53 53 53 53 53 	34 
ENST00000330079 ENST00000582365 ENST00000370389 ENST00000449584 ENST00000427104 ENST00000355011 ENST00000457265 ENST00000309822 ENST00000553724 ENST00000255192 ENST00000593659 ENST00000599528 ENST00000607141 	ENST00000495413 	2020 2774 754 118 717 312 276 2700 2562 1916 189 189 2020 	1147 	2020 2774 754 118 717 312 276 2700 2562 1916 189 189 2020 	1147 	53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000335012 	ENST00000429591 	4899 	2584 	4903 	2590 	31 	47 
ENST00000594385 	ENST00000308031 ENST00000591537 	1191 	2329 1901 	1209 	2337 1909 	35 	40 40 
ENST00000409562 ENST00000493254 ENST00000550977 ENST00000229465 ENST00000602666 	ENST00000473559 	2960 2277 2204 1109 2488 	2067 	2971 2288 2215 1120 2499 	2074 	42 42 42 42 42 	46 
ENST00000391975 ENST00000310931 ENST00000422933 ENST00000428482 ENST00000442714 ENST00000452065 ENST00000444092 ENST00000430918 ENST00000426343 ENST00000413241 ENST00000423693 ENST00000425989 ENST00000449864 ENST00000420451 ENST00000422080 ENST00000458564 ENST00000427007 ENST00000427183 	ENST00000391973 	230 377 257 435 186 506 159 189 306 338 302 295 207 354 419 282 403 306 	9 	230 377 257 435 186 506 159 189 306 338 302 295 207 354 419 282 403 306 	9 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000462207 	ENST00000328914 ENST00000602163 ENST00000354333 ENST00000609217 	1298 	7906 1057 656 656 	1311 	7906 1057 656 656 	34 	51 51 51 51 
ENST00000319006 ENST00000528097 ENST00000530119 ENST00000533796 	ENST00000244020 	332 233 197 217 	1410 	332 233 197 217 	1410 	53 53 53 53 	42 
ENST00000418797 ENST00000369494 ENST00000537345 ENST00000369496 	ENST00000598661 	309 238 430 239 	98 	309 238 430 239 	98 	53 53 53 53 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	197 197 	426 	197 197 	426 	53 53 	50 
ENST00000477054 	ENST00000395590 ENST00000596737 	164 	1827 1827 	181 	1839 1839 	35 	31 31 
ENST00000510100 	ENST00000509820 	11 	169 	18 	169 	46 	53 
ENST00000406984 ENST00000466086 ENST00000413500 ENST00000394290 	ENST00000449131 	168 201 199 372 	3767 	168 201 199 372 	3767 	52 52 52 52 	52 
ENST00000585605 	ENST00000362063 ENST00000430262 	307 	3933 4080 	328 	3933 4080 	31 	32 32 
ENST00000464611 ENST00000331789 ENST00000425660 ENST00000462494 ENST00000493945 	ENST00000604922 	17 1098 1031 1431 1007 	303 	17 1098 1031 1431 1007 	303 	53 53 53 53 53 	52 
ENST00000401418 ENST00000327274 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	57 80 57 80 57 57 57 66 	126 	57 80 57 80 57 57 57 66 	126 	52 52 52 52 52 52 52 52 	53 
ENST00000399231 ENST00000356338 ENST00000399233 ENST00000358212 ENST00000495050 ENST00000591545 ENST00000302692 ENST00000543701 	ENST00000598766 ENST00000601644 ENST00000515278 ENST00000512886 ENST00000503527 	6935 6684 6926 6766 1420 4995 1702 2723 	1874 215 308 172 270 	6935 6684 6926 6766 1420 4995 1702 2723 	1874 215 308 172 270 	53 53 53 53 53 53 53 53 	33 33 33 33 33 
ENST00000479494 ENST00000476132 ENST00000453057 ENST00000455882 ENST00000471291 ENST00000413609 ENST00000478186 ENST00000547522 	ENST00000428199 	65 65 65 65 65 65 65 89 	460 	65 65 65 65 65 65 65 89 	460 	53 53 53 53 53 53 53 53 	53 
ENST00000474142 	ENST00000382021 ENST00000303525 ENST00000295065 ENST00000549235 ENST00000556292 ENST00000489047 ENST00000550746 ENST00000410026 	82 	3068 2972 3498 261 304 3145 3722 9602 	82 	3068 2972 3498 261 304 3145 3722 9602 	38 	53 53 53 53 53 53 53 53 
ENST00000507132 	ENST00000419282 ENST00000373672 ENST00000271069 	68 	27 5603 5451 	79 	48 5624 5472 	41 	32 32 32 
ENST00000507132 	ENST00000419282 ENST00000373672 ENST00000271069 	68 	27 5603 5451 	79 	48 5624 5472 	41 	32 32 32 
ENST00000455982 	ENST00000261590 ENST00000446034 ENST00000610054 ENST00000609760 ENST00000610111 ENST00000607955 ENST00000608364 ENST00000608462 ENST00000610206 ENST00000575525 	834 	4400 66 66 66 66 66 66 66 66 66 	840 	4400 66 66 66 66 66 66 66 66 66 	47 	53 53 53 53 53 53 53 53 53 53 
ENST00000425932 ENST00000328376 ENST00000332506 ENST00000481400 ENST00000466204 ENST00000426078 ENST00000452017 	ENST00000546576 ENST00000475031 	257 653 653 653 653 244 653 	2856 3330 	257 653 653 653 653 244 653 	2864 3338 	52 52 52 52 52 52 52 	36 36 
ENST00000496593 	ENST00000590400 	2847 	1625 	2869 	1637 	31 	32 
ENST00000435618 ENST00000481283 ENST00000489762 ENST00000430299 ENST00000421349 ENST00000498484 ENST00000463832 ENST00000445610 ENST00000450871 ENST00000471639 ENST00000469883 ENST00000437866 	ENST00000603274 	324 239 258 352 308 239 258 270 324 239 258 396 	464 	324 239 258 352 308 239 258 270 324 239 258 396 	464 	53 53 53 53 53 53 53 53 53 53 53 53 	33 
ENST00000546654 	ENST00000564755 	105 	190 	105 	190 	53 	51 
ENST00000497322 ENST00000536368 ENST00000432629 ENST00000393148 ENST00000431782 ENST00000314394 ENST00000432393 ENST00000424565 ENST00000406939 ENST00000588627 ENST00000471280 	ENST00000450504 ENST00000486695 ENST00000426791 ENST00000467671 	1859 230 272 298 269 174 273 268 270 2047 263 	423 349 423 349 	1859 230 272 298 269 174 273 268 270 2047 263 	423 349 423 349 	53 53 53 53 53 53 53 53 53 53 53 	52 52 52 52 
ENST00000434913 ENST00000517577 	ENST00000449131 	238 239 	4179 	238 239 	4179 	53 53 	50 
ENST00000273963 ENST00000498875 	ENST00000480212 	4690 4390 	226 	4690 4390 	247 	53 53 	32 
ENST00000484430 ENST00000398981 ENST00000411660 	ENST00000604922 	597 605 597 	292 	597 605 597 	292 	53 53 53 	52 
ENST00000578331 	ENST00000316788 	126 	15 	126 	15 	53 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	84 82 224 	4206 	84 82 224 	4206 	53 53 53 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	99 97 239 	4200 	99 97 239 	4200 	53 53 53 	52 
ENST00000297540 	ENST00000254190 ENST00000327470 ENST00000566136 	3865 	3633 2003 1570 	3865 	3633 2003 1570 	40 	32 32 32 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000477341 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000485147 ENST00000482905 ENST00000473808 ENST00000397467 ENST00000568122 	ENST00000515262 	121 311 146 103 43 31 31 32 31 54 31 31 31 54 31 31 31 31 31 31 	153 	121 311 146 103 43 31 31 32 31 54 31 31 31 54 31 31 31 31 31 31 	153 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000484430 ENST00000398981 ENST00000474167 	ENST00000604922 	683 691 675 	283 	683 691 675 	283 	50 50 50 	52 
ENST00000261491 ENST00000368850 ENST00000376759 ENST00000597636 ENST00000570734 ENST00000373210 ENST00000569635 ENST00000359579 ENST00000475559 ENST00000438796 ENST00000598825 	ENST00000409229 ENST00000468196 ENST00000399011 ENST00000589272 ENST00000393233 ENST00000425673 ENST00000455909 	5595 7762 1545 2228 341 5934 0 131 103 4444 1545 	2846 4230 4084 1081 1081 6672 1874 	5595 7762 1545 2228 341 5934 0 131 103 4444 1545 	2846 4230 4084 1081 1081 6672 1874 	51 51 51 51 51 51 51 51 51 51 51 	32 32 32 32 32 32 32 
ENST00000457879 ENST00000438861 ENST00000468666 ENST00000453975 ENST00000487534 ENST00000460542 ENST00000470534 ENST00000547271 ENST00000479494 ENST00000476132 ENST00000453057 ENST00000455882 ENST00000471291 ENST00000413609 ENST00000478186 ENST00000547522 	ENST00000450479 	738 706 214 402 640 638 638 419 636 636 395 395 636 395 206 419 	67 	738 706 214 402 640 638 638 419 636 636 395 395 636 395 206 419 	83 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	31 
