ENST00000434913 	ENST00000449131 	239 	4148 	239 	4148 	52 	53 
ENST00000389400 	ENST00000604922 	545 	242 	545 	242 	53 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	199 199 	417 	199 199 	417 	52 52 	51 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	149 339 174 131 71 59 59 82 59 82 59 82 59 59 59 68 	159 	149 339 174 131 71 59 59 82 59 82 59 82 59 59 59 68 	159 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	50 
ENST00000546654 	ENST00000564755 	88 	191 	88 	191 	51 	52 
ENST00000361640 	ENST00000403568 	855 	1560 	855 	1576 	53 	37 
ENST00000493254 	ENST00000538183 	1574 	7965 	1574 	7985 	52 	33 
ENST00000216520 	ENST00000556125 	83 	227 	83 	227 	52 	53 
ENST00000498161 ENST00000434913 ENST00000599364 	ENST00000449131 	214 235 214 	4143 	214 235 214 	4143 	47 47 47 	53 
ENST00000574872 	ENST00000519266 ENST00000520221 	651 	182 22 	651 	182 22 	53 	53 53 
ENST00000517577 	ENST00000449131 	216 	4179 	216 	4179 	53 	50 
ENST00000514057 	ENST00000373059 ENST00000401070 ENST00000401069 	475 	1946 2078 2525 	475 	1946 2078 2525 	53 	53 53 53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	98 96 238 	4197 	98 96 238 	4197 	53 53 53 	53 
ENST00000392385 ENST00000508075 ENST00000557845 ENST00000586722 ENST00000458297 ENST00000495707 ENST00000359321 ENST00000295025 	ENST00000309733 ENST00000604015 	310 284 215 1084 1002 1694 1758 8064 	7491 289 	310 284 215 1084 1002 1694 1758 8064 	7498 296 	34 34 34 34 34 34 34 34 	46 46 
ENST00000507623 ENST00000380638 	ENST00000463943 	192 192 	417 	192 192 	417 	53 53 	51 
ENST00000244043 ENST00000478379 	ENST00000448299 ENST00000343381 ENST00000358785 	4578 2357 	1449 1711 1650 	4578 2357 	1449 1711 1650 	33 33 	46 46 46 
ENST00000484430 ENST00000398981 ENST00000398259 	ENST00000604922 	705 713 701 	179 	705 713 701 	179 	53 53 53 	53 
ENST00000342409 	ENST00000453626 ENST00000457359 ENST00000483477 ENST00000264644 ENST00000436615 ENST00000370132 ENST00000483371 ENST00000374541 ENST00000412145 ENST00000446349 	350 	2165 2131 3620 2005 2305 5910 1111 4945 7001 6866 	350 	2209 2175 3622 2009 2309 5914 1111 4953 7009 6874 	53 	53 53 53 53 53 53 53 53 53 53 
ENST00000484430 ENST00000398981 ENST00000398259 	ENST00000604922 	687 695 683 	204 	687 695 683 	204 	53 53 53 	53 
ENST00000483763 	ENST00000368921 	99 	1805 	99 	1805 	52 	53 
ENST00000502732 ENST00000344730 ENST00000512653 ENST00000504405 ENST00000367623 ENST00000507173 ENST00000511413 ENST00000408940 	ENST00000304858 	3080 2567 2843 2459 2813 2504 2567 2768 	4493 	3080 2567 2843 2459 2813 2504 2567 2768 	4493 	53 53 53 53 53 53 53 53 	33 
ENST00000373538 ENST00000394125 ENST00000259460 ENST00000394124 	ENST00000304501 ENST00000503660 ENST00000507252 	1338 1197 1044 1248 	1958 139 92 	1338 1197 1044 1248 	1960 141 94 	53 53 53 53 	51 51 51 
ENST00000482506 ENST00000395517 ENST00000418441 ENST00000396599 ENST00000454675 ENST00000403842 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000453468 ENST00000463605 ENST00000485945 ENST00000488289 ENST00000480465 ENST00000395291 	ENST00000515262 ENST00000491289 	107 107 107 107 106 107 107 107 130 107 107 107 107 107 116 	154 3684 	107 107 107 107 106 107 107 107 130 107 107 107 107 107 116 	154 3684 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	35 35 
ENST00000546654 	ENST00000564755 	105 	191 	105 	191 	53 	52 
ENST00000359523 ENST00000392121 	ENST00000580874 	2017 1528 	4960 	2017 1528 	4978 	53 53 	33 
ENST00000574872 	ENST00000519266 ENST00000520221 	666 	177 17 	666 	177 17 	52 	52 52 
ENST00000319410 ENST00000302445 ENST00000568378 ENST00000564578 	ENST00000490804 	2052 1886 374 1869 	116 	2052 1886 374 1869 	132 	53 53 53 53 	31 
ENST00000222803 	ENST00000229239 ENST00000396856 ENST00000396861 ENST00000474249 ENST00000466588 ENST00000396859 ENST00000466525 ENST00000396858 	3588 	1708 1130 1193 1223 1250 1121 1587 1181 	3588 	1708 1130 1193 1223 1250 1121 1587 1181 	53 	53 53 53 53 53 53 53 53 
ENST00000497281 ENST00000600061 	ENST00000445622 	283 283 	150 	283 283 	150 	53 53 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	197 197 	395 	197 197 	395 	53 53 	50 
ENST00000487100 ENST00000382175 ENST00000474167 ENST00000461022 	ENST00000604922 	551 425 547 573 	313 	551 425 547 573 	313 	53 53 53 53 	53 
ENST00000460851 ENST00000473499 ENST00000494558 	ENST00000479209 	91 60 18 	665 	91 60 18 	665 	52 52 52 	52 
ENST00000598366 ENST00000601845 ENST00000593601 ENST00000595537 ENST00000594960 ENST00000599415 ENST00000601143 ENST00000597869 ENST00000597751 ENST00000598282 ENST00000598503 ENST00000601751 ENST00000598227 ENST00000331925 ENST00000573283 ENST00000575842 ENST00000576917 ENST00000574671 ENST00000576209 ENST00000575087 ENST00000576544 ENST00000572105 ENST00000576214 ENST00000571691 ENST00000575994 ENST00000575659 	ENST00000323460 	659 684 939 565 371 397 703 576 607 710 521 724 612 659 684 939 565 371 397 703 576 607 710 521 724 612 	4316 	659 684 939 565 371 397 703 576 607 710 521 724 612 659 684 939 565 371 397 703 576 607 710 521 724 612 	4326 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	33 
ENST00000361453 	ENST00000420788 	951 	96 	951 	108 	53 	33 
ENST00000288466 	ENST00000540667 ENST00000389462 ENST00000309083 ENST00000540828 ENST00000538057 	5276 	244 574 495 141 323 	5276 	244 574 495 141 323 	52 	52 52 52 52 52 
ENST00000431134 ENST00000475608 	ENST00000592379 	341 349 	62 	341 349 	62 	53 53 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	198 198 	417 	198 198 	417 	53 53 	51 
ENST00000546654 	ENST00000564755 	119 	191 	119 	191 	52 	52 
ENST00000416139 ENST00000475608 	ENST00000592379 	228 225 	43 	228 225 	43 	53 53 	52 
ENST00000533285 ENST00000310613 	ENST00000569076 ENST00000566753 	708 4716 	195 335 	716 4724 	216 356 	42 42 	32 32 
ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	ENST00000449131 	336 169 202 200 341 541 341 373 341 	3788 	336 169 202 200 341 541 341 373 341 	3788 	53 53 53 53 53 53 53 53 53 	51 
ENST00000233609 ENST00000586686 ENST00000591032 ENST00000592623 ENST00000589656 ENST00000593052 ENST00000586096 ENST00000591804 ENST00000592700 ENST00000585665 ENST00000592588 ENST00000433675 ENST00000397084 	ENST00000546192 ENST00000545141 	452 428 473 792 398 548 490 616 1529 379 437 398 404 	1534 108 	452 428 473 792 398 548 490 616 1529 379 437 398 404 	1534 108 	41 41 41 41 41 41 41 41 41 41 41 41 41 	53 53 
ENST00000474210 	ENST00000584888 	185 	309 	185 	309 	51 	51 
ENST00000598098 ENST00000599232 	ENST00000430252 ENST00000540275 	219 337 	430 430 	219 337 	430 430 	53 53 	53 53 
ENST00000368990 ENST00000368989 ENST00000433307 ENST00000368988 	ENST00000466052 	2869 2887 2760 2902 	31 	2885 2903 2776 2918 	47 	36 36 36 36 	37 
ENST00000574872 	ENST00000519266 ENST00000520221 	651 	202 42 	651 	202 42 	53 	53 53 
ENST00000457472 	ENST00000296805 	75 	55 	75 	55 	53 	53 
ENST00000416139 ENST00000446445 	ENST00000592379 	293 293 	32 	293 293 	32 	52 52 	52 
ENST00000347839 ENST00000555836 ENST00000334553 ENST00000246489 ENST00000554228 ENST00000452929 ENST00000554280 ENST00000537046 ENST00000538504 ENST00000557143 	ENST00000471694 ENST00000355354 	1927 1927 1954 1950 2001 1950 1923 586 319 263 	5629 3854 	1927 1927 1954 1950 2001 1950 1923 586 319 263 	5634 3859 	53 53 53 53 53 53 53 53 53 53 	36 36 
ENST00000546654 	ENST00000564755 	85 	191 	85 	191 	52 	52 
ENST00000434913 ENST00000517577 	ENST00000449131 	238 239 	4179 	238 239 	4179 	53 53 	52 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	157 347 182 139 79 67 67 90 67 90 67 90 67 67 76 	159 	157 347 182 139 79 67 67 90 67 90 67 90 67 67 76 	159 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	50 
ENST00000264893 ENST00000502584 ENST00000510641 ENST00000505788 ENST00000510515 ENST00000504460 ENST00000541121 	ENST00000222402 ENST00000371602 ENST00000349014 ENST00000396029 ENST00000238892 	729 681 1258 623 815 398 558 	2080 4859 4836 5107 1571 	729 681 1258 623 815 398 558 	2095 4874 4851 5122 1586 	53 53 53 53 53 53 53 	31 31 31 31 31 
ENST00000399022 	ENST00000311044 	3478 	2663 	3478 	2663 	53 	53 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	346 369 364 370 371 569 369 401 369 346 	3794 	346 369 364 370 371 569 369 401 369 346 	3794 	52 52 52 52 52 52 52 52 52 52 	53 
ENST00000574872 	ENST00000519266 ENST00000520221 	721 	177 17 	721 	177 17 	53 	52 52 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000493479 	ENST00000604922 	533 535 409 517 	326 	533 535 409 517 	326 	53 53 53 53 	53 
ENST00000378662 ENST00000234800 ENST00000480991 	ENST00000527076 ENST00000469535 ENST00000558744 ENST00000476722 ENST00000608676 	3925 3591 2806 	962 4528 40 1349 2901 	3925 3591 2806 	962 4528 40 1349 2901 	53 53 53 	44 44 44 44 44 
ENST00000483956 	ENST00000585057 ENST00000472125 ENST00000464873 	449 	890 694 1910 	449 	890 694 1910 	52 	53 53 53 
ENST00000484430 ENST00000398981 ENST00000411660 	ENST00000604922 	601 609 601 	286 	601 609 601 	286 	52 52 52 	53 
ENST00000573483 ENST00000375258 ENST00000296387 ENST00000539749 ENST00000495934 ENST00000477432 ENST00000462906 	ENST00000435225 	3755 3489 2717 3375 297 537 1358 	15 	3766 3500 2728 3386 308 548 1369 	15 	42 42 42 42 42 42 42 	53 
ENST00000403396 ENST00000583052 	ENST00000599809 ENST00000595520 ENST00000594734 ENST00000598562 ENST00000411432 ENST00000557832 ENST00000551364 ENST00000597084 ENST00000594612 ENST00000412930 	3361 83 	130 130 136 136 2209 226 130 136 130 130 	3361 83 	142 142 148 148 2221 238 142 148 142 142 	48 48 	38 38 38 38 38 38 38 38 38 38 
ENST00000507623 ENST00000380638 	ENST00000463943 	197 197 	395 	197 197 	395 	53 53 	51 
ENST00000510019 	ENST00000514253 	315 	189 	315 	189 	53 	53 
ENST00000475608 	ENST00000592379 	371 	75 	371 	75 	53 	53 
ENST00000225724 ENST00000403396 ENST00000526284 	ENST00000595520 	2456 3375 1020 	68 	2456 3375 1020 	68 	51 51 51 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	76 74 216 	4194 	76 74 216 	4194 	53 53 53 	50 
ENST00000441206 	ENST00000570780 ENST00000391950 	376 	1101 1118 	376 	1101 1118 	53 	53 53 
ENST00000455891 ENST00000373451 	ENST00000445125 	960 1128 	428 	960 1128 	443 	53 53 	35 
ENST00000487100 ENST00000382175 ENST00000484430 ENST00000398981 ENST00000398259 ENST00000461022 	ENST00000604922 	549 423 549 557 545 571 	203 	549 423 549 557 545 571 	203 	53 53 53 53 53 53 	52 
ENST00000451219 ENST00000389400 ENST00000555161 	ENST00000604922 	520 549 502 	233 	520 549 502 	233 	53 53 53 	53 
ENST00000535401 ENST00000541090 ENST00000299964 ENST00000541754 ENST00000542647 ENST00000545255 	ENST00000457760 ENST00000544386 	692 253 1160 310 106 110 	492 28 	692 253 1160 310 106 110 	512 48 	52 52 52 52 52 52 	33 33 
ENST00000411537 ENST00000390013 	ENST00000412776 	142 199 	367 	142 199 	367 	51 51 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 90 78 78 78 101 78 78 101 78 78 87 	146 	168 358 193 90 78 78 78 101 78 78 101 78 78 87 	146 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 	52 
ENST00000434913 ENST00000517577 	ENST00000449131 	239 240 	4179 	239 240 	4179 	53 53 	53 
ENST00000344824 ENST00000300933 ENST00000591645 ENST00000591226 ENST00000538887 	ENST00000441087 	1051 1085 320 1758 1020 	-13 	1051 1085 320 1758 1020 	2 	52 52 52 52 52 	31 
ENST00000507623 ENST00000380638 	ENST00000463943 	187 187 	417 	187 187 	430 	53 53 	38 
ENST00000550977 	ENST00000538183 ENST00000309733 ENST00000478538 ENST00000483793 ENST00000473559 ENST00000354232 ENST00000489060 	2162 	7145 6573 30 3773 2084 1584 1617 	2162 	7145 6573 30 3773 2084 1584 1617 	53 	32 32 32 32 32 32 32 
ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000492816 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000456923 ENST00000460217 ENST00000438981 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	ENST00000233838 	5659 6203 5930 5660 6307 7074 5930 5665 5932 5660 1815 57 21 5930 5930 5930 5930 	7408 	5659 6203 5930 5660 6307 7074 5930 5665 5932 5660 1815 57 21 5930 5930 5930 5930 	7408 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000411537 ENST00000390013 	ENST00000412776 	196 253 	389 	196 253 	389 	53 53 	53 
ENST00000452015 ENST00000558058 ENST00000559314 ENST00000560913 ENST00000560073 ENST00000559942 ENST00000561178 ENST00000561437 	ENST00000553824 	1391 327 283 159 82 455 868 252 	213 	1391 327 283 159 82 455 868 252 	213 	53 53 53 53 53 53 53 53 	53 
ENST00000451906 ENST00000498752 ENST00000439573 ENST00000579116 	ENST00000592379 	310 273 273 273 	26 	310 273 273 273 	26 	53 53 53 53 	53 
ENST00000407006 ENST00000580777 	ENST00000380067 	661 520 	1088 	661 520 	1088 	53 53 	52 
ENST00000406606 ENST00000371850 ENST00000371851 	ENST00000416501 	2749 2895 3159 	1385 	2749 2895 3159 	1385 	53 53 53 	53 
ENST00000484430 ENST00000398981 	ENST00000604922 	518 526 	278 	518 526 	278 	53 53 	53 
ENST00000309733 	ENST00000586722 ENST00000458297 ENST00000481617 	7625 	886 804 3356 	7625 	886 804 3356 	53 	52 52 52 
ENST00000429412 ENST00000546113 ENST00000392385 	ENST00000309733 	2520 2520 741 	7073 	2520 2520 741 	7073 	51 51 51 	43 
ENST00000400099 ENST00000400094 ENST00000284971 ENST00000457143 ENST00000400090 ENST00000400087 ENST00000486002 	ENST00000354828 	58 114 139 114 172 351 71 	424 	58 114 139 114 172 351 71 	424 	53 53 53 53 53 53 53 	53 
ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 ENST00000432393 ENST00000599500 	ENST00000492999 ENST00000486695 ENST00000467671 	185 227 253 129 228 228 	275 275 275 	185 227 253 129 228 228 	275 275 275 	51 51 51 51 51 51 	53 53 53 
ENST00000347359 	ENST00000594963 	272 	49 	272 	49 	47 	53 
ENST00000546654 	ENST00000564755 	98 	186 	98 	186 	53 	52 
ENST00000429775 	ENST00000514253 	257 	452 	257 	452 	52 	53 
ENST00000594989 ENST00000595530 ENST00000596265 ENST00000601865 ENST00000599778 ENST00000538771 	ENST00000598490 ENST00000341747 	36 141 99 410 148 410 	184 150 	36 141 99 410 148 410 	184 150 	52 52 52 52 52 52 	51 51 
ENST00000296292 	ENST00000406386 	4634 	9223 	4634 	9229 	45 	47 
ENST00000507623 ENST00000380638 	ENST00000463943 	180 180 	417 	180 180 	417 	53 53 	51 
ENST00000429412 ENST00000546113 ENST00000392385 ENST00000409562 ENST00000550703 ENST00000546643 ENST00000478122 ENST00000481617 ENST00000604604 	ENST00000309733 	2460 2460 681 2452 1074 856 1036 3925 805 	7070 	2460 2460 681 2452 1074 856 1036 3925 805 	7070 	53 53 53 53 53 53 53 53 53 	53 
ENST00000225964 	ENST00000437043 	5572 	3872 	5572 	3892 	52 	31 
ENST00000483956 	ENST00000585057 ENST00000472125 ENST00000464873 	372 	913 717 1933 	372 	913 717 1933 	53 	53 53 53 
ENST00000358075 ENST00000597951 	ENST00000585548 ENST00000317060 	3136 3136 	1049 957 	3158 3158 	1068 976 	31 31 	34 34 
ENST00000520547 ENST00000441206 	ENST00000570780 ENST00000391950 	426 377 	1118 1135 	426 377 	1118 1135 	53 53 	53 53 
ENST00000492956 	ENST00000361547 ENST00000374315 ENST00000354177 	1898 	3464 3345 3362 	1912 	3480 3361 3378 	39 	37 37 37 
ENST00000498752 	ENST00000592379 	250 	7 	250 	7 	53 	51 
ENST00000434913 	ENST00000449131 	238 	4122 	238 	4122 	53 	50 
ENST00000473330 	ENST00000520314 	49 	3566 	69 	3572 	33 	31 
ENST00000389400 	ENST00000604922 	554 	238 	554 	238 	53 	49 
ENST00000309033 	ENST00000521746 ENST00000388745 ENST00000521784 ENST00000518939 ENST00000420274 	3675 	1084 2410 2375 58 2465 	3675 	1084 2410 2375 58 2465 	50 	35 35 35 35 35 
ENST00000492727 	ENST00000449131 	216 	4139 	216 	4139 	52 	53 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000472161 ENST00000474167 ENST00000493479 ENST00000389400 	ENST00000604922 	542 544 418 539 540 526 570 	242 	542 544 418 539 540 526 570 	242 	42 42 42 42 42 42 42 	53 
ENST00000434913 	ENST00000449131 	239 	4136 	239 	4136 	53 	53 
ENST00000261455 ENST00000535273 	ENST00000314261 	1691 1880 	-1 	1691 1880 	0 	53 53 	32 
ENST00000261653 ENST00000392373 	ENST00000350777 	1532 1586 	3042 	1532 1586 	3042 	53 53 	51 
ENST00000298125 	ENST00000381661 	532 	1963 	532 	1963 	53 	53 
ENST00000477265 ENST00000499638 ENST00000397924 ENST00000588572 ENST00000326529 ENST00000593184 ENST00000590442 ENST00000492328 ENST00000394126 ENST00000370205 ENST00000307564 ENST00000374079 ENST00000595753 ENST00000568935 	ENST00000583038 	3116 821 193 1217 1332 1758 1188 360 57 4584 5859 2532 4292 360 	539 	3116 821 193 1217 1332 1758 1188 360 57 4584 5859 2532 4292 360 	556 	39 39 39 39 39 39 39 39 39 39 39 39 39 39 	36 
ENST00000475608 	ENST00000592379 	377 	30 	377 	30 	53 	53 
ENST00000589282 	ENST00000480938 ENST00000524549 ENST00000494587 ENST00000481240 ENST00000467317 ENST00000455205 ENST00000296795 ENST00000559037 ENST00000463975 ENST00000409969 ENST00000462616 ENST00000392845 ENST00000530903 ENST00000530036 ENST00000435830 ENST00000228495 ENST00000596055 	1927 	925 2778 357 439 541 1401 3981 605 1456 1262 2748 4008 115 359 3359 3248 1401 	1927 	925 2778 357 439 541 1401 3981 605 1456 1262 2748 4008 115 359 3359 3248 1401 	52 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000466550 ENST00000396599 ENST00000461458 ENST00000477341 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000485147 ENST00000482905 ENST00000473808 ENST00000397467 ENST00000568122 	ENST00000515262 	43 31 31 32 31 54 31 31 31 54 31 31 31 31 31 31 	144 	43 31 31 32 31 54 31 31 31 54 31 31 31 31 31 31 	144 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	52 
ENST00000484430 ENST00000398981 	ENST00000604922 	518 526 	296 	518 526 	296 	53 53 	52 
ENST00000509657 ENST00000358572 ENST00000511562 ENST00000508652 ENST00000508268 ENST00000506214 	ENST00000542515 ENST00000569105 	406 632 457 457 385 573 	2096 590 	406 632 457 457 385 573 	2096 590 	52 52 52 52 52 52 	34 34 
ENST00000567272 ENST00000403549 	ENST00000427908 	577 425 	1847 	595 443 	1847 	34 34 	52 
ENST00000468666 ENST00000478186 	ENST00000445820 ENST00000428199 	283 275 	53 53 	283 275 	53 53 	51 51 	52 52 
ENST00000514057 	ENST00000373059 ENST00000401070 ENST00000401069 	578 	1951 2083 2530 	578 	1951 2083 2530 	53 	53 53 53 
ENST00000507623 ENST00000380638 	ENST00000463943 	205 205 	417 	205 205 	417 	52 52 	51 
ENST00000507623 ENST00000380638 	ENST00000463943 	197 197 	399 	197 197 	399 	53 53 	53 
ENST00000520547 ENST00000441206 	ENST00000570780 ENST00000391950 	429 380 	1133 1150 	429 380 	1133 1150 	53 53 	53 53 
ENST00000574872 	ENST00000519266 ENST00000520221 	723 	195 35 	723 	195 35 	53 	53 53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	148 338 173 130 70 58 58 81 58 81 58 81 58 58 58 67 	159 	148 338 173 130 70 58 58 81 58 81 58 81 58 58 58 67 	159 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	51 
ENST00000460542 ENST00000470534 ENST00000479494 ENST00000476132 ENST00000453057 ENST00000455882 ENST00000471291 ENST00000413609 ENST00000478186 ENST00000547522 	ENST00000428199 	59 59 57 57 57 57 57 57 57 81 	463 	59 59 57 57 57 57 57 57 57 81 	463 	53 53 53 53 53 53 53 53 53 53 	53 
