ENST00000409508 ENST00000328843 	ENST00000373934 	14046 14067 	1756 	14046 14067 	1756 	48 48 	52 
ENST00000361681 ENST00000506002 	ENST00000361567 	424 424 	1737 	424 424 	1737 	52 52 	53 
ENST00000373484 	ENST00000414241 ENST00000458695 	3214 	1632 1531 	3214 	1632 1531 	52 	53 53 
ENST00000242505 	ENST00000469143 ENST00000557141 	4338 	33 372 	4338 	33 372 	53 	50 50 
ENST00000610032 	ENST00000297268 ENST00000481570 ENST00000464916 	5605 	3905 4215 482 	5605 	3905 4215 482 	50 	53 53 53 
ENST00000314675 	ENST00000319041 	2118 	601 	2118 	601 	53 	50 
ENST00000603274 	ENST00000359635 ENST00000479203 ENST00000493512 	216 	75 34 53 	216 	75 34 53 	53 	52 52 52 
ENST00000484078 ENST00000490716 ENST00000495071 ENST00000360252 	ENST00000389704 ENST00000490537 	1699 3634 3496 2670 	1066 2291 	1699 3634 3496 2670 	1066 2291 	53 53 53 53 	52 52 
ENST00000419932 	ENST00000334256 	241 	3252 	241 	3252 	51 	53 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	393 	631 640 644 526 	393 	631 640 644 526 	53 	53 53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	368 	80 23 	368 	80 23 	53 	50 50 
ENST00000508814 	ENST00000510210 ENST00000512493 ENST00000510019 	279 	204 214 259 	279 	204 214 259 	53 	52 52 52 
ENST00000381661 	ENST00000381611 ENST00000540494 	1945 	1392 1322 	1945 	1412 1342 	52 	31 31 
ENST00000570037 ENST00000562111 	ENST00000569248 	793 746 	1786 	793 746 	1786 	53 53 	51 
ENST00000360635 	ENST00000395044 ENST00000265333 ENST00000395047 	3784 	1036 1182 1139 	3784 	1036 1182 1139 	53 	52 52 52 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4149 	107 309 109 109 	4149 	107 309 109 109 	52 	52 52 52 52 
ENST00000460059 	ENST00000430432 ENST00000447620 	182 	483 499 	182 	483 499 	53 	52 52 
ENST00000332290 	ENST00000480008 	3495 	1000 	3495 	1000 	53 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3048 2949 2703 	310 	3048 2949 2703 	310 	53 53 53 	53 
ENST00000473204 ENST00000464387 ENST00000375504 	ENST00000585891 	1950 1545 1953 	11 	1950 1545 1953 	11 	53 53 53 	53 
ENST00000238831 	ENST00000378313 ENST00000470681 ENST00000594163 	4210 	1935 1703 7 	4210 	1935 1703 7 	32 	53 53 53 
ENST00000454671 	ENST00000507437 	476 	517 	476 	517 	53 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	473 	172 131 	474 	172 131 	52 	53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	393 	84 27 	393 	84 27 	53 	53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1107 1124 	237 188 	1107 1124 	237 188 	52 52 	53 53 
ENST00000602791 ENST00000602364 	ENST00000215730 	1332 1332 	3793 	1332 1332 	3793 	41 41 	52 
ENST00000514253 	ENST00000510019 ENST00000511844 	463 	124 83 	463 	124 83 	53 	53 53 
ENST00000234420 	ENST00000405808 	5486 	95 	5487 	95 	52 	53 
ENST00000592661 	ENST00000587133 ENST00000587200 	493 	678 532 	493 	678 532 	53 	53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	467 	124 83 	467 	124 83 	53 	53 53 
ENST00000492999 	ENST00000424633 ENST00000454660 ENST00000477007 	278 	63 63 63 	278 	63 63 63 	53 	53 53 53 
ENST00000550383 	ENST00000396024 ENST00000451270 ENST00000332680 ENST00000560014 ENST00000421017 	4459 	1107 1059 1073 1973 1083 	4459 	1107 1059 1073 1973 1083 	53 	53 53 53 53 53 
ENST00000492999 	ENST00000424633 ENST00000454660 ENST00000477007 	278 	63 63 63 	278 	63 63 63 	53 	53 53 53 
ENST00000526743 	ENST00000528784 	1461 	834 	1461 	834 	53 	53 
ENST00000471784 ENST00000344774 	ENST00000333628 ENST00000259818 ENST00000473006 ENST00000556922 ENST00000554444 ENST00000315491 ENST00000555609 ENST00000304984 	1609 1014 	1245 1374 1299 2317 1520 1305 1478 3261 	1609 1014 	1245 1374 1299 2317 1520 1305 1478 3261 	53 53 	52 52 52 52 52 52 52 52 
ENST00000547992 	ENST00000546489 ENST00000551888 ENST00000547281 ENST00000550419 	1750 	575 471 689 797 	1750 	575 471 689 797 	53 	53 53 53 53 
ENST00000393658 	ENST00000262424 	418 	3583 	422 	3583 	31 	52 
ENST00000361681 	ENST00000361567 	469 	1749 	469 	1749 	53 	53 
ENST00000463943 	ENST00000335179 ENST00000545072 	365 	87 30 	365 	87 30 	53 	50 50 
ENST00000564928 	ENST00000566732 ENST00000544090 ENST00000563428 ENST00000570117 	449 	2780 2592 2408 2293 	449 	2780 2592 2408 2293 	52 	51 51 51 51 
ENST00000592379 	ENST00000475608 	56 	7 	58 	7 	51 	51 
ENST00000570049 	ENST00000600299 	1330 	1877 	1330 	1888 	53 	42 
ENST00000609136 	ENST00000427789 	1149 	54 	1149 	54 	52 	52 
ENST00000508814 	ENST00000510019 	308 	255 	308 	255 	53 	52 
ENST00000559573 	ENST00000558399 	1088 	307 	1088 	307 	53 	52 
ENST00000514253 	ENST00000510019 ENST00000511844 	447 	145 104 	447 	145 104 	53 	53 53 
ENST00000508814 ENST00000514253 	ENST00000510210 ENST00000512493 ENST00000510019 ENST00000503605 ENST00000511844 	263 194 	47 57 102 238 61 	263 194 	47 57 102 238 61 	53 53 	49 49 49 49 49 
ENST00000420470 	ENST00000460470 	4464 	265 	4481 	265 	36 	53 
ENST00000312579 	ENST00000243776 ENST00000535926 	-3 	1169 791 	0 	1169 791 	50 	53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	86 84 226 	3744 	86 84 226 	53 	52 52 52 
ENST00000482786 ENST00000420164 ENST00000306465 	ENST00000489471 ENST00000473428 	786 517 992 	709 549 	786 517 992 	709 549 	52 52 52 	53 53 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4149 	104 306 106 106 	4149 	104 306 106 106 	52 	53 53 53 53 
ENST00000517736 	ENST00000262210 ENST00000412460 	426 	19 19 	426 	19 19 	53 	53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	275 	1116 1133 	275 	53 53 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 ENST00000561048 	3004 2905 2659 	198 327 	3004 2905 2659 	198 327 	53 53 53 	52 52 
ENST00000289488 ENST00000423494 ENST00000324866 ENST00000377663 ENST00000485344 	ENST00000410105 ENST00000496912 ENST00000391750 ENST00000424807 ENST00000604207 ENST00000605232 ENST00000575959 ENST00000571923 ENST00000575296 ENST00000570726 ENST00000576704 ENST00000608143 ENST00000605489 ENST00000604151 	1465 1163 1535 2471 1354 	2917 0 2622 2596 2622 2596 2622 2596 2622 2596 2596 2599 2641 2650 	1465 1163 1535 2471 1354 	2917 0 2622 2596 2622 2596 2622 2596 2622 2596 2596 2599 2641 2650 	53 53 53 53 53 	44 44 44 44 44 44 44 44 44 44 44 44 44 44 
ENST00000314675 	ENST00000270792 ENST00000319041 	2062 	1441 620 	2062 	1441 620 	53 	53 53 
ENST00000312793 ENST00000444493 ENST00000433342 	ENST00000376585 	2060 1424 3997 	5409 	2060 1424 3997 	5409 	53 53 53 	51 
ENST00000604922 	ENST00000315717 ENST00000295685 ENST00000470146 ENST00000477992 ENST00000487321 	283 	1034 1126 1995 1990 317 	283 	1034 1126 1995 1990 317 	53 	51 51 51 51 51 
ENST00000481013 	ENST00000464744 	451 	2553 	451 	2553 	52 	53 
ENST00000341446 	ENST00000369308 ENST00000604000 	2968 	2571 2427 	2974 	2579 2435 	38 	41 41 
ENST00000464843 ENST00000484427 ENST00000471144 ENST00000588771 ENST00000358502 ENST00000249066 ENST00000486378 ENST00000469358 ENST00000462127 	ENST00000553365 	646 3633 2130 182 1645 1786 646 646 616 	1465 	646 3633 2130 182 1645 1786 646 646 616 	1466 	52 52 52 52 52 52 52 52 52 	52 
ENST00000604922 	ENST00000487100 ENST00000382175 	332 	263 137 	332 	263 137 	53 	52 52 
ENST00000529271 ENST00000552937 ENST00000549640 ENST00000549785 ENST00000551028 ENST00000550234 ENST00000547979 	ENST00000310613 ENST00000604015 	424 96 96 96 96 96 96 	3748 296 	424 96 96 96 96 96 96 	3748 296 	50 50 50 50 50 50 50 	47 47 
ENST00000570780 ENST00000391950 	ENST00000355068 ENST00000575001 	1094 1111 	189 227 	1094 1111 	189 227 	52 52 	53 53 
ENST00000514253 	ENST00000511844 	492 	63 	492 	63 	53 	43 
ENST00000492999 ENST00000486695 ENST00000467671 	ENST00000424633 ENST00000454660 ENST00000431782 ENST00000432393 ENST00000424565 ENST00000406939 	67 67 67 	266 266 262 266 261 263 	72 72 72 	266 266 262 266 261 263 	47 47 47 	53 53 53 53 53 53 
ENST00000463943 	ENST00000361758 ENST00000361752 	376 	4343 2925 	376 	4343 2925 	53 	52 52 
ENST00000487943 ENST00000467254 	ENST00000295958 	769 709 	3210 	784 724 	3210 	38 38 	43 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	255 	1116 1133 	255 	53 53 	52 
ENST00000449131 	ENST00000498161 ENST00000492727 ENST00000450676 ENST00000599364 	4149 	53 72 74 53 	4149 	53 72 74 53 	52 	53 53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	372 	77 20 	372 	77 20 	53 	52 52 
ENST00000592379 	ENST00000475608 	149 	13 	149 	13 	53 	52 
ENST00000530101 	ENST00000377482 ENST00000467067 	1662 	1203 1904 	1662 	1203 1904 	53 	53 53 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	3469 	781 332 165 198 196 337 537 337 369 337 	3469 	781 332 165 198 196 337 537 337 369 337 	50 	53 53 53 53 53 53 53 53 53 53 
ENST00000592379 	ENST00000582736 ENST00000475608 	23 	52 37 	23 	52 37 	51 	52 52 
ENST00000451608 	ENST00000409601 	4861 	594 	4861 	594 	53 	49 
ENST00000463943 	ENST00000335179 ENST00000545072 	376 	77 20 	376 	77 20 	53 	52 52 
ENST00000324666 ENST00000523201 	ENST00000248598 	3900 15 	1794 	3900 15 	1798 	31 31 	36 
ENST00000584259 ENST00000383578 ENST00000319815 	ENST00000323250 	3604 1452 2068 	535 	3604 1452 2068 	535 	53 53 53 	53 
ENST00000361681 	ENST00000361567 	469 	1680 	469 	1680 	53 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3415 	798 331 349 215 213 354 386 354 331 	3416 	798 331 349 215 213 354 386 354 331 	48 	53 53 53 53 53 53 53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	364 	87 30 	364 	87 30 	53 	50 50 
ENST00000546192 	ENST00000361464 ENST00000482611 ENST00000357797 ENST00000370094 ENST00000439817 	1597 	1857 143 1698 1857 1745 	1597 	1857 143 1698 1857 1745 	53 	51 51 51 51 51 
ENST00000608382 	ENST00000590843 ENST00000296318 	6013 	1237 8079 	6013 	1246 8088 	46 	43 43 
ENST00000568313 	ENST00000567173 ENST00000563505 ENST00000566181 	758 	586 637 310 	758 	586 637 310 	53 	53 53 53 
ENST00000217957 ENST00000415430 	ENST00000366699 	1747 1899 	2223 	1747 1899 	2230 	36 36 	33 
ENST00000416501 	ENST00000300177 ENST00000560830 ENST00000322805 	832 	903 750 591 	832 	903 750 591 	53 	53 53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 ENST00000561048 	2289 2190 1944 	177 306 	2289 2190 1944 	177 306 	53 53 53 	53 53 
ENST00000258873 	ENST00000559803 ENST00000561366 ENST00000441490 	4772 	911 166 863 	4772 	911 166 863 	53 	50 50 50 
ENST00000562514 ENST00000561679 ENST00000568563 ENST00000569349 ENST00000561621 ENST00000290881 	ENST00000568503 	426 2740 1893 2651 3416 3466 	1422 	426 2740 1893 2651 3416 3466 	1422 	51 51 51 51 51 51 	52 
ENST00000508814 	ENST00000510019 	307 	247 	307 	247 	53 	52 
ENST00000514253 	ENST00000510019 	465 	200 	465 	200 	53 	52 
ENST00000592379 	ENST00000437246 	54 	85 	54 	86 	41 	52 
ENST00000514253 	ENST00000511844 	512 	143 	514 	143 	51 	53 
ENST00000603027 ENST00000603706 	ENST00000487278 	4812 480 	407 	4812 480 	407 	53 53 	53 
ENST00000264065 	ENST00000334567 ENST00000586722 ENST00000458297 ENST00000550977 ENST00000522378 ENST00000397418 	7411 	1024 1378 1296 1618 2227 2227 	7424 	1030 1384 1302 1624 2233 2233 	40 	46 46 46 46 46 46 
ENST00000595369 	ENST00000297540 	2929 	3590 	2929 	3590 	53 	53 
ENST00000321725 ENST00000462741 ENST00000469989 	ENST00000422318 ENST00000462261 	7820 2054 563 	1679 1515 	7820 2054 563 	1679 1515 	53 53 53 	53 53 
ENST00000394511 	ENST00000508075 ENST00000261200 	309 	806 7135 	319 	806 7135 	42 	53 53 
ENST00000321826 	ENST00000590158 	1598 	895 	1598 	895 	52 	53 
ENST00000514247 	ENST00000506424 	2123 	301 	2123 	301 	53 	52 
ENST00000449131 	ENST00000498161 ENST00000492727 ENST00000450676 ENST00000599364 	4132 	53 72 74 53 	4132 	53 72 74 53 	53 	53 53 53 53 
ENST00000380615 ENST00000218075 ENST00000443437 ENST00000523629 ENST00000396218 ENST00000265814 ENST00000423218 ENST00000315757 ENST00000440097 ENST00000375710 ENST00000559153 ENST00000559291 ENST00000358005 ENST00000416810 ENST00000418132 ENST00000264645 ENST00000394072 ENST00000254051 ENST00000407847 ENST00000563727 ENST00000514871 ENST00000342056 ENST00000370398 ENST00000355194 ENST00000374798 ENST00000487798 ENST00000352511 ENST00000561679 ENST00000568563 ENST00000569349 ENST00000561621 ENST00000290881 ENST00000341901 ENST00000392378 ENST00000358186 ENST00000392379 ENST00000452796 ENST00000342350 	ENST00000025301 	4198 2296 2265 3045 2920 2674 4610 4598 456 704 574 588 836 656 57 52 1573 3466 6 1886 1986 5421 5075 5313 1457 1424 11411 2308 1461 2219 2984 3034 2326 2567 2442 2658 1045 1034 	6455 	4198 2300 2269 3045 2920 2674 4610 4598 456 704 574 588 836 656 57 52 1573 3466 6 1888 1988 5421 5075 5313 1457 1424 11411 2308 1461 2219 2984 3034 2326 2567 2442 2658 1045 1034 	6455 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	52 
ENST00000309955 ENST00000544076 	ENST00000333139 ENST00000446232 	3730 1431 	1054 922 	3730 1431 	1054 922 	53 53 	49 49 
ENST00000237163 	ENST00000283977 	7531 	2162 	7533 	2162 	49 	53 
ENST00000592379 	ENST00000475608 	150 	12 	150 	12 	53 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1119 1136 	297 	1119 1136 	297 	53 53 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1108 1125 	306 257 	1109 1126 	306 257 	52 52 	53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	3008 2909 2663 	226 	3008 2909 2663 	226 	53 53 53 	53 
ENST00000492999 	ENST00000424633 ENST00000454660 ENST00000477007 	278 	63 63 63 	278 	63 63 63 	53 	53 53 53 
ENST00000449131 	ENST00000492727 	4180 	75 	4180 	75 	53 	53 
ENST00000546813 	ENST00000546645 	532 	843 	532 	843 	51 	52 
ENST00000260649 	ENST00000444696 	2877 	23 	2877 	23 	53 	53 
ENST00000593659 ENST00000599528 	ENST00000414645 ENST00000523020 	247 247 	1364 663 	248 248 	1364 663 	44 44 	32 32 
ENST00000526743 	ENST00000528784 ENST00000534706 	1460 	712 681 	1460 	712 681 	53 	53 53 
ENST00000536668 ENST00000535024 ENST00000546265 ENST00000576262 ENST00000573913 ENST00000576937 ENST00000571165 ENST00000572566 ENST00000574374 	ENST00000544420 ENST00000574127 ENST00000572651 	20 35 30 20 35 30 20 35 30 	51 51 51 	21 36 31 21 36 31 21 36 31 	51 51 51 	52 52 52 52 52 52 52 52 52 	53 53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1137 1154 	282 	1137 1154 	282 	53 53 	53 
ENST00000442281 ENST00000603274 ENST00000417944 ENST00000451967 ENST00000450479 ENST00000580020 	ENST00000457879 ENST00000438861 ENST00000453975 ENST00000487534 ENST00000460542 ENST00000470534 ENST00000547271 ENST00000479494 ENST00000476132 ENST00000453057 ENST00000455882 ENST00000471291 ENST00000413609 ENST00000547522 ENST00000429724 ENST00000499304 ENST00000449501 	108 108 108 108 108 108 	517 485 181 178 176 176 198 174 174 174 174 174 174 198 176 176 176 	129 129 129 129 129 129 	517 485 181 178 176 176 198 174 174 174 174 174 174 198 176 176 176 	32 32 32 32 32 32 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 
ENST00000354221 ENST00000498090 	ENST00000609104 	3103 0 	5700 	3103 0 	5707 	52 52 	45 
ENST00000355209 ENST00000396504 	ENST00000506543 	3889 3610 	364 	3889 3610 	364 	52 52 	51 
ENST00000604922 	ENST00000362079 ENST00000416718 	184 	367 367 	184 	367 367 	53 	52 52 
ENST00000463943 	ENST00000335179 ENST00000545072 	367 	84 27 	367 	84 27 	53 	53 53 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	393 	593 602 606 488 	393 	593 602 606 488 	53 	53 53 53 53 
ENST00000335185 	ENST00000525054 	3704 	518 	3704 	518 	53 	52 
ENST00000379558 ENST00000295269 ENST00000582452 ENST00000456523 ENST00000355520 ENST00000462714 ENST00000223073 ENST00000282074 ENST00000564458 ENST00000564795 	ENST00000392385 ENST00000551944 ENST00000409562 ENST00000604604 	6559 4032 345 5128 7212 1504 15406 1251 1056 1056 	1094 3246 2865 1218 	6559 4032 345 5128 7212 1504 15406 1251 1056 1056 	1094 3246 2865 1218 	51 51 51 51 51 51 51 51 51 51 	52 52 52 52 
ENST00000468508 	ENST00000379056 ENST00000528619 ENST00000529421 ENST00000484604 	643 	847 503 727 731 	643 	847 503 727 731 	53 	52 52 52 52 
ENST00000449320 ENST00000449859 ENST00000452508 ENST00000278616 ENST00000483930 ENST00000569014 ENST00000356929 ENST00000586588 ENST00000370380 ENST00000455814 ENST00000551964 ENST00000359972 ENST00000550527 ENST00000357310 ENST00000339433 ENST00000333991 ENST00000285071 ENST00000222482 ENST00000445470 ENST00000378122 ENST00000433570 ENST00000575978 ENST00000591618 ENST00000608334 ENST00000568371 	ENST00000394332 ENST00000394333 	20 20 10909 11105 268 27 3351 399 106 321 5121 4800 4359 4833 4707 2317 3116 1907 1827 4576 2877 3005 235 4576 466 	571 390 	34 34 10923 11119 282 41 3365 413 120 335 5135 4814 4373 4847 4721 2331 3130 1921 1841 4590 2891 3019 249 4590 480 	571 390 	38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 	53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	381 	73 16 	381 	73 16 	53 	52 52 
ENST00000469535 	ENST00000368069 ENST00000241704 	5080 	4264 4389 	5095 	4264 4389 	38 	52 52 
ENST00000262418 ENST00000399246 	ENST00000242057 	4362 835 	4738 	4368 841 	4738 	36 36 	35 
ENST00000546192 	ENST00000540535 ENST00000541656 ENST00000446652 ENST00000489781 ENST00000485724 	2240 	448 487 345 1574 460 	2240 	448 487 345 1574 460 	53 	53 53 53 53 53 
ENST00000350498 	ENST00000362079 	217 	572 	217 	572 	53 	52 
ENST00000366582 	ENST00000358011 ENST00000494120 ENST00000464085 ENST00000491981 ENST00000461359 ENST00000477060 ENST00000486637 ENST00000491797 ENST00000488137 ENST00000472584 	6962 	235 463 340 83 353 227 556 346 487 532 	6962 	235 463 340 83 353 227 556 346 487 532 	53 	53 53 53 53 53 53 53 53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	286 	77 20 	286 	77 20 	53 	52 52 
ENST00000439660 ENST00000578573 	ENST00000579882 ENST00000585100 ENST00000578109 	2007 2236 	1413 1443 1143 	2007 2236 	1413 1443 1143 	53 53 	53 53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1149 1166 	232 183 	1150 1167 	232 183 	51 51 	53 53 
ENST00000558801 ENST00000456932 	ENST00000559668 ENST00000400817 ENST00000316967 ENST00000436127 ENST00000357253 	8372 8175 	2858 1455 1131 1131 1131 	8372 8175 	2858 1455 1131 1131 1131 	53 53 	52 52 52 52 52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	101 99 241 	3744 	101 99 241 	53 	53 53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	3005 2906 2660 	245 	3005 2906 2660 	245 	53 53 53 	52 
ENST00000327661 	ENST00000444376 ENST00000283179 ENST00000483966 ENST00000440865 	120 	1011 997 185 506 	120 	1011 997 185 506 	52 	53 53 53 53 
ENST00000562824 ENST00000563088 ENST00000564436 ENST00000570037 ENST00000562111 	ENST00000569248 ENST00000565813 	817 884 482 802 755 	1639 88 	817 884 482 802 755 	1639 88 	53 53 53 53 53 	52 52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3072 2973 2727 	283 	3072 2973 2727 	283 	52 52 52 	52 
ENST00000592379 	ENST00000475608 	152 	20 	152 	20 	53 	52 
ENST00000444908 ENST00000518791 ENST00000357344 ENST00000441159 ENST00000411935 ENST00000409703 ENST00000411497 ENST00000425618 ENST00000450076 ENST00000427403 ENST00000422705 ENST00000291129 ENST00000456362 	ENST00000371485 ENST00000445435 	1940 1298 1924 1921 1670 1567 1298 1387 1938 1924 1298 1516 1364 	1198 413 	1940 1298 1924 1921 1670 1567 1298 1387 1938 1924 1298 1516 1364 	1198 413 	53 53 53 53 53 53 53 53 53 53 53 53 53 	53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	150 109 	489 	155 114 	48 	48 48 
ENST00000536776 ENST00000494396 ENST00000495044 ENST00000258457 ENST00000339022 ENST00000366112 ENST00000321442 ENST00000403581 ENST00000467599 ENST00000341761 ENST00000374193 ENST00000306071 ENST00000575379 ENST00000549056 ENST00000595236 	ENST00000406041 ENST00000303536 ENST00000394666 	1591 2019 1963 1478 10 871 3785 474 58 3410 3426 2125 1041 23 2019 	254 153 153 	1591 2019 1963 1478 10 871 3785 474 58 3410 3426 2125 1041 23 2019 	254 153 153 	41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 	53 53 53 
ENST00000449131 	ENST00000311921 ENST00000544431 	3745 	5214 5242 	3745 	5214 5242 	53 	33 33 
ENST00000412368 ENST00000567120 ENST00000565302 ENST00000568689 ENST00000609261 ENST00000568313 ENST00000293882 ENST00000454700 	ENST00000566181 	1271 1438 1235 1259 1166 591 1361 1271 	450 	1271 1438 1235 1259 1166 591 1361 1271 	450 	53 53 53 53 53 53 53 53 	53 
