ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	391 	662 671 675 557 	391 	662 671 675 557 	53 	52 52 52 52 
ENST00000314675 	ENST00000319041 	2118 	620 	2118 	620 	53 	53 
ENST00000514253 	ENST00000511844 	512 	101 	515 	101 	50 	53 
ENST00000352732 ENST00000355100 	ENST00000585042 	7891 7844 	455 	7891 7844 	455 	53 53 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3476 	826 359 382 377 383 384 382 359 	3476 	826 359 382 377 383 384 382 359 	53 	53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3420 	813 346 369 364 370 371 569 369 401 369 346 	3420 	813 346 369 364 370 371 569 369 401 369 346 	53 	52 52 52 52 52 52 52 52 52 52 52 
ENST00000265843 ENST00000428840 ENST00000443411 ENST00000470153 ENST00000484365 ENST00000543897 ENST00000553632 ENST00000592790 ENST00000423071 ENST00000555661 ENST00000249344 ENST00000600519 ENST00000585388 ENST00000366385 ENST00000553159 	ENST00000466764 ENST00000595280 	7164 7120 6806 494 323 807 115 1135 357 2841 3800 3619 619 16 35 	1261 1261 	7164 7120 6806 494 323 807 115 1135 357 2841 3800 3619 619 16 35 	1261 1261 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	52 52 
ENST00000604922 	ENST00000317968 ENST00000510099 ENST00000542407 	284 	510 314 317 	284 	510 314 317 	52 	52 52 52 
ENST00000449131 	ENST00000492727 ENST00000450676 	4148 	76 78 	4148 	76 78 	53 	53 53 
ENST00000603274 	ENST00000359635 ENST00000493512 ENST00000466304 ENST00000435618 ENST00000489762 ENST00000421349 ENST00000463832 	218 	39 17 26 83 17 67 17 	218 	39 17 26 83 17 67 17 	53 	51 51 51 51 51 51 51 
ENST00000508814 	ENST00000510210 ENST00000512493 	278 	247 257 	278 	247 257 	53 	53 53 
ENST00000584259 ENST00000383578 ENST00000319815 	ENST00000323250 	3664 1512 2128 	512 	3664 1512 2128 	512 	53 53 53 	51 
ENST00000514253 	ENST00000510019 ENST00000511844 	461 	184 143 	461 	184 143 	53 	53 53 
ENST00000258873 	ENST00000559803 ENST00000441490 	4780 	922 874 	4780 	941 893 	53 	33 33 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	393 	611 620 624 506 	393 	611 620 624 506 	53 	53 53 53 53 
ENST00000409508 ENST00000328843 	ENST00000373934 	14098 14119 	1617 	14098 14119 	1617 	52 52 	40 
ENST00000461730 	ENST00000317881 ENST00000475354 ENST00000460013 	416 	361 122 241 	418 	361 122 241 	37 	53 53 53 
ENST00000335185 	ENST00000525054 	3696 	536 	3696 	536 	53 	53 
ENST00000463943 	ENST00000335179 ENST00000545072 	286 	77 20 	286 	77 20 	53 	52 52 
ENST00000546192 	ENST00000540535 ENST00000541656 ENST00000446652 ENST00000489781 	2259 	556 595 453 1682 	2259 	556 595 453 1682 	53 	53 53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	376 	81 24 	376 	81 24 	53 	52 52 
ENST00000409380 ENST00000409740 	ENST00000260648 ENST00000409272 	2278 1295 	3601 2959 	2278 1295 	3601 2959 	52 52 	52 52 
ENST00000469535 	ENST00000368069 ENST00000241704 	5084 	3977 4102 	5095 	3977 4102 	40 	52 52 
ENST00000361681 	ENST00000361567 	486 	1734 	486 	1746 	39 	41 
ENST00000590045 	ENST00000467929 ENST00000405575 ENST00000467586 ENST00000357231 	2378 	2100 2105 2291 1822 	2378 	2100 2105 2291 1822 	53 	53 53 53 53 
ENST00000463943 	ENST00000507623 ENST00000380638 	405 	59 59 	405 	59 59 	53 	53 53 
ENST00000442281 	ENST00000383605 ENST00000383619 ENST00000478740 ENST00000376822 ENST00000549224 	253 	336 304 1 0 48 	253 	336 304 1 0 48 	34 	53 53 53 53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3490 	811 344 367 362 228 226 368 567 367 399 367 344 	3490 	811 344 367 362 228 226 368 567 367 399 367 344 	53 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000568313 	ENST00000567173 ENST00000563505 ENST00000566181 	773 	594 645 318 	773 	594 645 318 	51 	52 52 52 
ENST00000604604 	ENST00000538183 ENST00000481729 ENST00000476192 ENST00000489060 ENST00000497426 ENST00000310613 ENST00000474698 	518 	7780 533 5271 2254 5271 3461 5270 	532 	7780 533 5271 2254 5271 3461 5270 	36 	53 53 53 53 53 53 53 
ENST00000532860 	ENST00000366168 	425 	346 	425 	346 	52 	45 
ENST00000508814 	ENST00000510210 ENST00000512493 	279 	224 234 	279 	224 234 	53 	52 52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3747 	98 96 238 	3747 	98 96 238 	53 	53 53 53 
ENST00000466212 	ENST00000451442 ENST00000217456 ENST00000447138 	3228 	1283 1596 1148 	3229 	1283 1596 1148 	50 	52 52 52 
ENST00000514253 	ENST00000511844 	499 	109 	499 	109 	53 	53 
ENST00000514253 	ENST00000510019 ENST00000429775 	463 	223 48 	463 	234 59 	53 	41 41 
ENST00000570780 ENST00000391950 	ENST00000441206 	1091 1108 	263 	1091 1108 	263 	50 50 	53 
ENST00000370693 	ENST00000468148 	6555 	1424 	6555 	1424 	52 	52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3046 2947 2701 	288 	3046 2947 2701 	288 	53 53 53 	53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	97 95 237 	3744 	97 95 237 	53 	53 53 53 
ENST00000514253 	ENST00000510019 ENST00000429775 	463 	223 48 	463 	223 48 	53 	52 52 
ENST00000449131 	ENST00000498161 ENST00000492727 ENST00000450676 ENST00000599364 	4152 	56 75 77 56 	4157 	56 75 77 56 	44 	53 53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	160 119 	484 	160 119 	53 	53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	363 	72 15 	365 	72 15 	51 	52 52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3478 	810 343 366 361 227 225 367 566 366 398 366 343 	3478 	810 343 366 361 227 225 367 566 366 398 366 343 	53 	52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000503599 	ENST00000399012 ENST00000381657 ENST00000556930 ENST00000354221 ENST00000398417 ENST00000342988 ENST00000380821 ENST00000465244 ENST00000356442 ENST00000343290 ENST00000588572 ENST00000326529 ENST00000593184 ENST00000372204 ENST00000453477 ENST00000492196 ENST00000593214 ENST00000555638 ENST00000589328 ENST00000409746 ENST00000506188 ENST00000507197 ENST00000505522 ENST00000392876 ENST00000541076 ENST00000606320 ENST00000609923 ENST00000309794 ENST00000267620 ENST00000488288 ENST00000469605 ENST00000276708 	454 	4375 4592 3615 1455 4039 4319 4818 1968 220 142 1153 1268 1694 61 406 79 49 1871 2318 2418 690 499 362 2992 5178 5393 2341 1835 322 644 505 587 	454 	4392 4609 3632 1472 4056 4336 4835 1985 237 159 1170 1285 1711 78 423 96 66 1888 2335 2435 707 516 379 3009 5195 5410 2358 1852 339 661 522 604 	31 	35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 
ENST00000307366 	ENST00000532345 	1126 	703 	1126 	703 	51 	53 
ENST00000280612 ENST00000530496 ENST00000596802 	ENST00000480046 	6406 104 2365 	3518 	6422 120 2381 	3518 	35 35 35 	53 
ENST00000440886 	ENST00000468673 ENST00000487758 	2322 	660 566 	2343 	666 572 	32 	36 36 
ENST00000424911 ENST00000420084 ENST00000419005 ENST00000430856 ENST00000427251 ENST00000446873 ENST00000415450 	ENST00000383605 ENST00000383619 ENST00000376822 ENST00000462536 ENST00000461996 ENST00000492107 ENST00000549224 ENST00000396634 ENST00000376806 ENST00000376802 ENST00000495183 ENST00000479320 ENST00000461903 ENST00000376809 ENST00000454091 ENST00000488889 ENST00000414592 ENST00000464713 ENST00000478258 ENST00000462986 ENST00000552493 	48 48 48 48 48 48 48 	531 499 195 192 190 190 243 531 499 195 192 190 190 212 531 499 195 192 190 190 195 	48 48 48 48 48 48 48 	531 499 195 192 190 190 243 531 499 195 192 190 190 212 531 499 195 192 190 190 195 	45 45 45 45 45 45 45 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3470 	813 346 369 364 370 371 569 369 401 369 346 	3470 	813 346 369 364 370 371 569 369 401 369 346 	51 	52 52 52 52 52 52 52 52 52 52 52 
ENST00000449131 	ENST00000498161 ENST00000599364 	4175 	45 45 	4175 	45 45 	52 	52 52 
ENST00000607552 	ENST00000492728 ENST00000580988 	1111 	399 399 	1111 	399 399 	43 	53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	255 	1116 1133 	255 	53 53 	52 
ENST00000335185 	ENST00000525054 	3653 	536 	3654 	536 	50 	53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	97 95 237 	3744 	97 95 237 	53 	53 53 53 
ENST00000418663 ENST00000450661 	ENST00000275569 ENST00000310842 ENST00000424818 ENST00000257665 	668 667 	514 515 535 556 	668 667 	514 515 535 556 	52 52 	52 52 52 52 
ENST00000514253 	ENST00000511844 	496 	82 	496 	82 	53 	51 
ENST00000340073 	ENST00000305928 	1471 	370 	1471 	370 	52 	52 
ENST00000514253 	ENST00000510019 	482 	223 	482 	223 	53 	52 
ENST00000380615 ENST00000218075 ENST00000443437 ENST00000523629 ENST00000396218 ENST00000265814 ENST00000423218 ENST00000315757 ENST00000440097 ENST00000375710 ENST00000559153 ENST00000559291 ENST00000358005 ENST00000416810 ENST00000418132 ENST00000264645 ENST00000394072 ENST00000254051 ENST00000407847 ENST00000563727 ENST00000514871 ENST00000342056 ENST00000370398 ENST00000355194 ENST00000374798 ENST00000487798 ENST00000352511 ENST00000561679 ENST00000568563 ENST00000569349 ENST00000561621 ENST00000290881 ENST00000341901 ENST00000392378 ENST00000358186 ENST00000392379 ENST00000452796 ENST00000342350 	ENST00000296861 	4198 2296 2265 3045 2920 2674 4610 4598 456 704 574 588 836 656 57 52 1573 3466 6 1886 1986 5421 5075 5313 1457 1424 11411 2308 1461 2219 2984 3034 2326 2567 2442 2658 1045 1034 	2366 	4198 2300 2269 3045 2920 2674 4610 4598 456 704 574 588 836 656 57 52 1573 3466 6 1888 1988 5421 5075 5313 1457 1424 11411 2308 1461 2219 2984 3034 2326 2567 2442 2658 1045 1034 	2366 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3746 	104 102 244 	3746 	104 102 244 	53 	52 52 52 
ENST00000554081 	ENST00000557324 ENST00000556231 	3131 	417 626 	3132 	417 626 	52 	53 53 
ENST00000527125 	ENST00000361138 	1555 	5299 	1556 	5299 	34 	53 
ENST00000380615 ENST00000218075 ENST00000443437 ENST00000523629 ENST00000396218 ENST00000265814 ENST00000423218 ENST00000315757 ENST00000440097 ENST00000375710 ENST00000559153 ENST00000559291 ENST00000358005 ENST00000416810 ENST00000418132 ENST00000264645 ENST00000394072 ENST00000254051 ENST00000407847 ENST00000563727 ENST00000514871 ENST00000342056 ENST00000370398 ENST00000355194 ENST00000374798 ENST00000487798 ENST00000352511 ENST00000561679 ENST00000568563 ENST00000569349 ENST00000561621 ENST00000290881 ENST00000341901 ENST00000392378 ENST00000358186 ENST00000392379 ENST00000452796 ENST00000342350 	ENST00000309859 ENST00000567339 ENST00000568922 	4198 2296 2265 3045 2920 2674 4610 4598 456 704 574 588 836 656 57 52 1573 3466 6 1886 1986 5421 5075 5313 1457 1424 11411 2308 1461 2219 2984 3034 2326 2567 2442 2658 1045 1034 	2018 39 901 	4198 2300 2269 3045 2920 2674 4610 4598 456 704 574 588 836 656 57 52 1573 3466 6 1888 1988 5421 5075 5313 1457 1424 11411 2308 1461 2219 2984 3034 2326 2567 2442 2658 1045 1034 	2018 39 901 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 53 53 
ENST00000463943 	ENST00000306357 ENST00000574431 ENST00000573016 ENST00000573881 	422 	635 136 363 72 	422 	635 136 363 72 	53 	53 53 53 53 
ENST00000511393 	ENST00000509180 	1173 	442 	1173 	442 	53 	51 
ENST00000514253 	ENST00000511844 	495 	104 	495 	104 	53 	53 
ENST00000368918 ENST00000368917 ENST00000483316 	ENST00000333952 	3279 3165 1376 	4641 	3291 3177 1388 	4646 	34 34 34 	31 
ENST00000449131 	ENST00000492727 ENST00000450676 	4149 	81 83 	4149 	81 83 	52 	53 53 
ENST00000314675 	ENST00000319041 	2118 	493 	2118 	493 	53 	53 
ENST00000449131 	ENST00000295550 ENST00000491769 ENST00000472056 ENST00000409809 ENST00000347401 ENST00000353578 ENST00000346358 	3529 	8397 4386 6349 7326 7626 7611 7629 	3529 	8397 4386 6349 7326 7626 7611 7629 	53 	53 53 53 53 53 53 53 
ENST00000330266 	ENST00000564934 	3229 	568 	3229 	568 	51 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3405 	829 362 385 380 386 387 385 362 	3406 	829 362 385 380 386 387 385 362 	51 	53 53 53 53 53 53 53 53 
ENST00000320934 	ENST00000529622 	4573 	331 	4573 	331 	53 	50 
ENST00000514253 	ENST00000510019 ENST00000511844 	485 	183 142 	485 	183 142 	52 	51 51 
ENST00000307823 ENST00000531388 ENST00000445895 ENST00000423745 	ENST00000299977 ENST00000542451 	3202 4327 3233 3229 	2806 2050 	3202 4327 3233 3229 	2806 2050 	31 31 31 31 	53 53 
ENST00000564176 ENST00000568142 	ENST00000439211 	2913 1550 	2480 	2920 1557 	2480 	31 31 	53 
ENST00000508814 	ENST00000510210 ENST00000512493 ENST00000510019 	276 	182 192 237 	276 	182 192 237 	53 	53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	363 	87 30 	363 	87 30 	53 	50 50 
ENST00000320934 	ENST00000529622 	4547 	337 	4547 	337 	53 	52 
ENST00000449131 	ENST00000492727 ENST00000450676 	4149 	92 94 	4155 	92 94 	46 	53 53 
ENST00000358151 	ENST00000531017 ENST00000016171 	1543 	914 1907 	1546 	914 1907 	50 	32 32 
ENST00000537792 	ENST00000567142 	519 	478 	519 	478 	51 	53 
ENST00000395127 	ENST00000532047 ENST00000530909 	350 	474 3254 	350 	474 3254 	53 	53 53 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	374 	668 677 681 563 	374 	668 677 681 563 	53 	52 52 52 52 
ENST00000514253 	ENST00000511844 	513 	103 	516 	103 	49 	53 
ENST00000233336 ENST00000460450 	ENST00000353411 ENST00000559514 	3630 2837 	5630 1834 	3634 2841 	5630 1834 	31 31 	47 47 
ENST00000449131 	ENST00000262198 	3368 	2131 	3369 	2131 	52 	53 
ENST00000566692 ENST00000393359 ENST00000480654 ENST00000493034 ENST00000329099 	ENST00000510164 	2692 5062 504 476 2692 	1179 	2692 5062 504 476 2692 	1179 	53 53 53 53 53 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	2243 2144 1898 	241 	2243 2144 1898 	241 	53 53 53 	53 
ENST00000592379 	ENST00000582736 	40 	110 	40 	110 	53 	52 
ENST00000496530 ENST00000262188 ENST00000392811 ENST00000469154 	ENST00000495645 ENST00000035307 	205 1939 1964 2362 	2613 3874 	205 1939 1964 2362 	2613 3874 	53 53 53 53 	53 53 
ENST00000604922 	ENST00000418917 ENST00000490574 ENST00000240851 ENST00000476228 ENST00000481203 	187 	1355 1350 1593 1400 2889 	187 	1355 1350 1593 1400 2889 	53 	33 33 33 33 33 
ENST00000261783 	ENST00000604202 	1660 	1503 	1660 	1506 	52 	42 
ENST00000370693 	ENST00000468148 	6524 	1402 	6524 	1402 	53 	52 
ENST00000563480 ENST00000395589 	ENST00000519737 	391 391 	1047 	391 391 	1047 	50 50 	52 
ENST00000315249 ENST00000595376 ENST00000589138 ENST00000518695 	ENST00000504986 ENST00000325094 	4374 2150 1790 3502 	3100 3068 	4374 2150 1790 3502 	3100 3068 	51 51 51 51 	53 53 
ENST00000592379 	ENST00000582736 	41 	92 	41 	92 	53 	53 
ENST00000368376 ENST00000316721 ENST00000609421 ENST00000481771 	ENST00000572338 ENST00000574670 ENST00000571897 ENST00000368373 ENST00000327247 ENST00000464536 ENST00000459805 ENST00000486869 ENST00000368374 ENST00000486197 ENST00000473223 	1538 1347 990 2485 	2164 2275 448 2164 2275 448 2806 1772 1761 1712 2600 	1538 1347 990 2485 	2164 2275 448 2164 2275 448 2806 1772 1761 1712 2600 	53 53 53 53 	52 52 52 52 52 52 52 52 52 52 52 
ENST00000592379 	ENST00000475608 	149 	20 	149 	20 	53 	52 
ENST00000331552 ENST00000537399 ENST00000544883 	ENST00000407360 	905 1187 734 	1003 	905 1187 734 	1003 	53 53 53 	51 
ENST00000456845 ENST00000456397 ENST00000412303 ENST00000593659 ENST00000599528 	ENST00000474275 	2649 2617 2789 173 173 	1463 	2649 2617 2789 173 173 	1463 	35 35 35 35 35 	41 
ENST00000439011 	ENST00000444840 	487 	312 	487 	312 	52 	50 
ENST00000463912 	ENST00000396981 ENST00000572484 ENST00000571953 ENST00000574059 	2288 	282 543 220 454 	2290 	282 543 220 454 	32 	53 53 53 53 
ENST00000592379 	ENST00000479658 ENST00000598937 ENST00000475608 	57 	9 7 7 	57 	11 9 9 	41 	49 49 49 
ENST00000514253 	ENST00000510019 	485 	211 	485 	211 	52 	53 
ENST00000581821 	ENST00000393045 ENST00000369298 ENST00000475261 ENST00000472114 	1176 	2435 2295 2213 1920 	1176 	2453 2313 2231 1938 	53 	34 34 34 34 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1152 1169 	229 180 	1152 1169 	229 180 	53 53 	52 52 
ENST00000526743 	ENST00000534706 	1852 	686 	1852 	686 	53 	53 
ENST00000508814 	ENST00000510210 ENST00000512493 	289 	248 258 	289 	248 258 	52 	53 53 
ENST00000418543 ENST00000546754 ENST00000548381 ENST00000553179 	ENST00000597961 ENST00000222190 	252 250 238 222 	6 12 	252 250 238 222 	6 12 	53 53 53 53 	53 53 
ENST00000345662 ENST00000315285 ENST00000530678 	ENST00000463886 	3765 3765 201 	1038 	3765 3765 201 	1038 	42 42 42 	50 
ENST00000598758 	ENST00000452722 	442 	5059 	442 	5062 	53 	36 
ENST00000361681 	ENST00000361567 	365 	1688 	365 	1688 	52 	52 
ENST00000355513 ENST00000261839 ENST00000560809 ENST00000482280 ENST00000421043 ENST00000379343 ENST00000454324 ENST00000449777 ENST00000282587 ENST00000406369 ENST00000435660 ENST00000357055 ENST00000465121 	ENST00000594154 	960 6082 5524 829 885 2109 1972 1746 1989 1769 1920 1972 1355 	3201 	979 6101 5543 848 904 2128 1991 1765 2008 1788 1939 1991 1374 	3209 	34 34 34 34 34 34 34 34 34 34 34 34 34 	45 
ENST00000309733 ENST00000392857 	ENST00000481617 	8100 5066 	2706 	8102 5068 	2706 	51 51 	53 
ENST00000265843 ENST00000428840 ENST00000443411 ENST00000470153 ENST00000484365 ENST00000543897 ENST00000553632 ENST00000592790 ENST00000423071 ENST00000555661 ENST00000249344 ENST00000600519 ENST00000585388 ENST00000366385 ENST00000553159 	ENST00000466764 ENST00000376755 ENST00000595280 ENST00000600134 	7164 7120 6806 494 323 807 115 1135 357 2841 3800 3619 619 16 35 	1139 1003 1139 1003 	7164 7120 6806 494 323 807 115 1135 357 2841 3800 3619 619 16 35 	1139 1003 1139 1003 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 53 53 53 
ENST00000603274 	ENST00000359635 ENST00000479203 ENST00000493512 ENST00000466304 	197 	138 97 116 253 	197 	138 97 116 253 	51 	53 53 53 53 
ENST00000588623 ENST00000262374 ENST00000591822 ENST00000544428 ENST00000529482 ENST00000533775 ENST00000450217 	ENST00000531806 ENST00000529253 ENST00000528089 	2054 1318 1444 1135 2068 958 608 	1097 1259 1915 	2054 1318 1444 1135 2068 958 608 	1097 1259 1915 	41 41 41 41 41 41 41 	53 53 53 
ENST00000508814 	ENST00000510210 ENST00000512493 	292 	248 258 	292 	248 258 	53 	53 53 
ENST00000560723 	ENST00000288398 ENST00000403994 ENST00000559556 ENST00000560970 ENST00000561266 ENST00000334895 ENST00000560959 ENST00000559281 ENST00000317516 ENST00000561395 ENST00000559108 	414 	874 756 748 618 492 778 582 568 568 302 144 	415 	874 756 748 618 492 778 582 568 568 302 144 	52 	51 51 51 51 51 51 51 51 51 51 51 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3470 	812 345 368 363 369 370 568 368 400 368 345 	3470 	812 345 368 363 369 370 568 368 400 368 345 	51 	53 53 53 53 53 53 53 53 53 53 53 
ENST00000601871 	ENST00000484412 ENST00000442730 ENST00000494862 	1346 	521 558 252 	1346 	521 558 252 	52 	52 52 52 
ENST00000412425 	ENST00000541588 	4 	519 	4 	519 	53 	52 
ENST00000463943 	ENST00000335179 ENST00000545072 	351 	79 22 	351 	79 22 	53 	51 51 
ENST00000547581 ENST00000547066 ENST00000438796 	ENST00000569475 ENST00000380860 ENST00000502979 ENST00000561387 ENST00000417960 ENST00000366090 ENST00000426894 ENST00000366254 ENST00000499676 ENST00000391366 ENST00000592083 ENST00000538326 ENST00000392876 ENST00000374394 ENST00000567298 ENST00000396834 ENST00000446344 ENST00000454964 ENST00000557830 ENST00000366384 	563 364 4399 	92 785 455 1438 183 146 146 209 5856 1403 13 1422 3015 85 3075 184 5435 304 401 46 	563 364 4399 	92 785 455 1438 183 146 146 209 5856 1403 13 1422 3015 85 3075 184 5435 304 401 46 	53 53 53 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
